question_id,image_id,question,prediction,prediction_clean,answer_list
4575845,457584,In what year was this desert first introduced?," 1800
Context: A baseball player with the a 29 jersey number swings at a pitch.
 Question: What year was this sport invented?
 Candidates: 1839 (0.38494625299177343),1965 (0.06815513708533513),1903 (0.053902619565014846),1970 (0.050786861264533675),1940 (0.049703109347852444)
 ",2000,1847|1847|1847|1847|1860|1860|1934|1934|1900s|1900s
4883775,488377,What is this surf trick called?," grind
Context: A man skateboarding on a metal bar near steps
 Question: What is this skateboarding trick called?
 Candidates: kickflip (0.6467988930980975),ollie (0.6283125635805381),jump (0.4497885089948923),kick flip (0.319216090132348),grind (0.2566005438775922)
 ",kickflip,ride|ride|ride|ride|tube ride|tube ride|ollie|ollie|wave runner|wave runner
3017535,301753,What do they call running around the bases on a single hit?," red sox
Context: A baseball field filled with players and an umpire.
 Question: When a player of this game goes through all the bases without getting tagged that is called a what?
 Candidates: home run (0.852375469342382),homerun (0.6341508743916363),foul (0.0890164915055718),bunt (0.03902870503271036),strike (0.03717731807454495)
 ",home run,homerun|homerun|homerun|homerun|homerun|homerun|home run|home run|home run|home run
1833195,183319,Why is this plugged in?," wireless
Context: A LAPT OTP IS SITTING ON THE DESK BLACK TOP
 Question: What is this electronic used for?
 Candidates: compute (0.880056691835977),work (0.6101326494773904),type (0.3872024742331902),internet (0.2837895317749084),study (0.056242078143621234)
 ",computer,charge|charge|charge|charge|to have power and work|to have power and work|power|power|outlet|outlet
3970635,397063,What is the shape?," rectangle
Context: A crowd of fans watching a baseball game taking place.
 Question: What shape is the field?
 Candidates: diamond (0.9979835344486284),square (0.05101356683448761),baseball (0.00949847241189449),stripe (0.0036076356577399438),plain (0.0032175118256865367)
 ",circle,circle|circle|circle|circle|circle|circle|round|round|round|round
4976605,497660,What is the horsepower of the truck pulling the load?," unload boat
Context: A truck with a trailer in front of a house.
 Question: What is being pulled by the truck?
 Candidates: trailer (0.9418443419995536),camper (0.9178053205400546),rv (0.5356148407965053),boat (0.006092712110786218),surfboard (0.004455417224942672)
 ",diesel,510|510|510|510|510|510|420|420|500|500
2357845,235784,What kind of skiing is this person engaged in?," cross country
Context: Competitive snowboarder sliding on rail with onlookers nearby.
 Question: What event is this snowboarder partaking in?
 Candidates: olympics (0.9916401153280275),snowboard (0.43988793587618963),slalom (0.18547034621662453),competition (0.13663952256702114),downhill (0.12201665291934415)
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country
3190735,319073,What is the person in the photo wearing?," sunglasses
Context: A man looks up in order to make a tennis serve.
 Question: What is the person doing in this photo?
 Candidates: serve (0.9785196288922007),play tennis (0.6934477026849879),tennis (0.0660827447774989),hit ball (0.04045134997282865),backhand (0.012096100091641564)
 ",wetsuit,wetsuit|wetsuit|wetsuit|wetsuit|suit|suit|wet suit|wet suit|trunk|trunk
5144685,514468,What is the name of the board he is on?," surf
Context: A large white bus on a city street.
 Question: What is the name of the bus company?
 Candidates: 5 star (0.9913567741040822),train (0.0013803113003518406),travel (0.00129263648185767),star (0.0010502657360239394),north (0.001039802766699714)
 ",surf board,surf board|surf board|surf board|surf board|surfboard|surfboard|surfboard|surfboard|surf|surf
4371265,437126,Name the material used to make this car seat shown in this picture?," canvas
Context: a big room with a couch and some lights in it
 Question: Name the material used to make this sofa shown in this picture?
 Candidates: suede (0.4944896842836837),microfiber (0.3499954236560448),cloth (0.33306945580788505),polyester (0.24626599225204265),canvas (0.13398635971605968)
 ",canvas,cloth|cloth|cloth|cloth|nylon|nylon|polyester|polyester|leather|leather
5182875,518287,What part of the face is the toothbrush in?," colgate
Context: Baby holding a Bluetooth brush up to a woman's mouth. 
 Question: What brand is the toothbrush?
 Candidates: colgate (0.9693243258969734),oral b (0.9008299119941658),crest (0.14788324782152462),electric (0.039787516891361493),canine (0.006922724148060135)
 ",mouth,mouth|mouth|mouth|mouth|mouth|mouth|mouth|mouth|happy|happy
3804595,380459,What flavor is this pastry?," chocolate and vanilla
Context: A heart shaped pizza ready to be served on a dinner plate.
 Question: What shape is this pizza?
 Candidates: heart (0.9929616775946133),triangle (0.003797052126363634),pepperoni (0.0020338731248129294),square (0.001719612873821584),round (0.0013988860283103996)
 ",chocolate,blueberry|blueberry|blueberry|blueberry|cream cheese|cream cheese|chocolate|chocolate|strawberry|strawberry
5002005,500200,What kind of container are the flowers in?," bouquet
Context: A vase of flowers is on the table in the hallway 
 Question: What kind of flowers are in that vase?
 Candidates: rose (0.9759938517589123),tulip (0.829984515397943),lily (0.12633352307064402),carnation (0.0673637490080639),orchid (0.043369290365998445)
 ",vase,vase|vase|vase|vase|vase|vase|trolley|trolley|pot|pot
3156685,315668,What country does this appear to be?," spain
Context: a four wheeler parked with a mountain in the background
 Question: What country is this in?
 Candidates: usa (0.6962039075184808),us (0.6087814335741156),america (0.4978300394755544),asia (0.27538866593169586),united state (0.20144458862118422)
 ",england,scotland|scotland|scotland|scotland|scotland|scotland|usa|usa|england|england
3736625,373662,Which of the foods in the picture is best for you to eat when you have a cold?," olive
Context: Nine buns loaded with various food and condiments. 
 Question: Which category of food is in the photo?
 Candidates: sandwich (0.9505982034310926),bread (0.37411562228241224),sub (0.17227432529059394),fast (0.09726009446248941),hotdog (0.06079290616716662)
 ",sandwich,soup|soup|soup|soup|soup|soup|chicken soup|chicken soup|fruit|fruit
4293695,429369,What do teenage pranksters do to this animal?," wax
Context: a close up of a cat sitting at a table 
 Question: What does this animal drink?
 Candidates: milk (0.9969767604187767),water (0.8604515890587909),wine (0.26728975864323046),juice (0.007276494532699675),alcoholic (0.0060088509682200775)
 ",eat,tip|tip|tip|tip|tip|tip|tip|tip|tip|tip
4273415,427341,How many watts is that microwave?," 1 gigabyte
Context: A refrigerator is shown with magnets on it.
 Question: How many watts does this appliance consume?
 Candidates: 300 (0.37485910840040326),100 (0.34434132143465696),200 (0.24981905790580383),500 (0.167873808242524),50 (0.10770272426025748)
 ",60,800|800|800|800|120|120|1000|1000|100|100
3938365,393836,What is this type of blanket called?," japanese
Context: A small camera next to an apple keyboard and mouse.
 Question: What is this type of camera called?
 Candidates: digital (0.9688794265059214),cell phone (0.029736971742870114),canon (0.017723037293041564),computer (0.013794923285314124),phone (0.012206102987366607)
 ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," tropical
Context: several bunches of bananas at an out door market
 Question: What type of climate grows this fruit best?
 Candidates: tropical (0.9945094758533078),warm (0.7161975778746964),hot (0.11937899976062122),banana (0.038690049660795534),rain (0.0352959299773864)
 ",united state,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," hotdog
Context: A group of young people outside of a car in the rural area
 Question: Which meal can be eaten in this setting?
 Candidates: picnic (0.992863153334279),lunch (0.9364055810540853),dinner (0.04355538530571478),sandwich (0.012166376209251876),breakfast (0.010071115079280475)
 ",chicago,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," bloody mary
Context: An assortment of kitchen utensils are hanging on a wall. 
 Question: What item sometimes made with feathers has the same name as the metal item seen here?
 Candidates: pen (0.975216912714125),fan (0.9284095770401231),bat (0.014206523490831787),knife (0.009048142782773142),iron (0.008108535526346914)
 ",bus,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," whirlpool
Context: The front of a silver gray car with a small cat laying in front of a tire.
 Question: What brand is this?
 Candidates: audi (0.9872046511576872),fiat (0.10668923056557844),mercedes (0.02044343995724785),car (0.019133131115578503),porsche (0.004829070898940619)
 ",rose,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," string
Context: A display of pottery and other man-made artifacts
 Question: What are these pieces made of and where can we find them?
 Candidates: clay (0.018693038620581547),museum (0.014627376824001479),zoo (0.00516626533287349),rock (0.005062363466956721),stone (0.004539739555015784)
 ",break,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," slack
Context: A man ignoring a wizard in front of the bus.
 Question: What type of headwear is the man in the background wearing?
 Candidates: hat (0.96199106018464),cap (0.022824241693489667),helmet (0.0031941253704120417),veil (0.0012062742691589885),baseball cap (0.0012031088939648462)
 ",columbia,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," hospital
Context: A black and white picture of women sitting on a bench eating while cats watch. 
 Question: Why would one suspect this is an older photograph?
 Candidates: cloth (0.9301901038244272),black and white (0.30244522752823316),scarf (0.01712007395858291),cotton (0.014384242070414449),dress (0.007881910366947792)
 ",walmart,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," asparagus
Context: a big plate of food that is on a big white plate
 Question: What is the blue colored food?
 Candidates: cabbage (0.9881396894430339),lettuce (0.08840911765091233),kale (0.00789373561299219),carrot (0.007193682397237925),banana (0.004296518849383569)
 ",sushi,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," peacock
Context: A hummingbird reaching up into a flower to get nectar
 Question: What type of bird is this?
 Candidates: hummingbird (0.9980892412274253),sparrow (0.007537853536443101),bee (0.0058331929910491395),monkey (0.002867664402835825),finch (0.002761188807800881)
 ",peacock,blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," time
Context: vintage black and white photograph of two baseball players
 Question: Can you guess the place where these people are standing?
 Candidates: dugout (0.9624489835274868),stadium (0.923702112068119),baseball stadium (0.03635953671569605),baseball field (0.021043927266041217),bleacher (0.01298060941684662)
 ",hungry,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," very fast
Context: a black orange and yellow train engine is pulling its orange cars
 Question: How fast does this machine travel?
 Candidates: 80 mph (0.6617493750321564),100 mph (0.47048767396320434),120 mph (0.190927941105768),200 mph (0.1284081255796103),very fast (0.10165346064332725)
 ",80 mph,80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," fedora
Context: A wii controller up close with two men in the background.
 Question: Name the dish the man is eating?
 Candidates: chip (0.8755002431752607),popcorn (0.6993206252869444),ruffle (0.12887546649755127),taco (0.09588489063620059),noodle (0.0512634191958372)
 ",cowboy,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," apple
Context: A pizza sits on a white plate with salad greens on it.
 Question: What vegetable are the green leaves?
 Candidates: lettuce (0.7376522426102227),spinach (0.7222385094972139),arugula (0.36331346581351853),kale (0.3282234054114583),basil (0.087582890185656)
 ",tree,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," grilled
Context: The tray contains different kinds of breakfast donuts.
 Question: How is this food prepared?
 Candidates: fried (0.8718345668361926),baked in oven (0.4228120135726512),oven (0.34841184288586646),baked (0.12625554582487372),fry (0.091867792386683)
 ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," fuel
Context: A man standing on the back of a truck with a piece of equipment
 Question: What is this truck being used for?
 Candidates: tow (0.9629775234034273),transport (0.7446258973789426),haul (0.49294037350823855),work (0.1704507159411929),construction (0.04989691062033686)
 ",haul,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," gasoline
Context: A green bus that is parked in front of other buses.
 Question: What kind of fuel does this vehicle use?
 Candidates: bus (0.8825658460053502),gasoline (0.838128762717759),diesel (0.7367002521553321),gas (0.07418544173169529),jet fuel (0.04422629486224525)
 ",track,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," white
Context: The vegetables are laying on the paper towel.
 Question: What is the technical term for the main vegetable in the image?
 Candidates: zucchini (0.9910429246581164),cucumber (0.6921565233567101),carrot (0.3478223046099451),banana (0.03015919493640961),pepper (0.019126908197539542)
 ",mirror,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," crane
Context: A man kneels while playing a video game with a child.
 Question: What is the red piece of furniture called?
 Candidates: couch (0.9855437801230013),sofa (0.6964567370207446),loveseat (0.44533337152186864),recliner (0.030800328816611093),live room (0.020787351713533377)
 ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," smoothies
Context: A woman watching another woman cook a dish in a wok on an electric hotplate.
 Question: What is this woman cooking?
 Candidates: stir fry (0.9200767206799635),pasta (0.14557488967582288),noodle (0.13959244666797282),meat (0.06088964410542335),vegetable (0.06085025586265538)
 ",play,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," another activity
Context: THIS IS A PHOTO OF THREE PEOPLE ALL WEARING GLASSES EATING A SLICE OF PIZZA
 Question: Are these adults or college kids?
 Candidates: adult (0.7773645267542486),college (0.2513530085350269),adults (0.010254654565800147),minor (0.005476284618582008),major (0.005273331342582921)
 ",college,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," couch
Context: One pair of legs with socks, another pair of bare legs. 
 Question: What is the pattern on the socks called?
 Candidates: stripe (0.9444179799007801),striped (0.6951000417210766),stripes (0.001864610183179843),solid (0.0011870192713281443),square (0.0007622459735479101)
 ",rug,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," in home
Context: a bunch of different foods are under a display case
 Question: Is this a bakery or chinese restaurant?
 Candidates: bakery (0.9897462455713264),chinese (0.4512210405429735),baker (0.040522398837361785),deli (0.01228510806435241),japanese (0.009549075233103102)
 ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," vespa
Context: A graffitied green truck drives through the rainy day, passing a stoplight. 
 Question: Which brand of car is shown in this picture?
 Candidates: chevrolet (0.9797856704242678),gmc (0.9118933171290827),chevy (0.36133404164378047),dodge (0.05612664956052759),ford (0.050819248441029606)
 ",baseball,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," mazda
Context: A small cat playing on a computer desk.
 Question: Which brand of laptop is shown in this picture?
 Candidates: sony (0.927261503784983),toshiba (0.8176369455463444),dell (0.7839962174577784),hp (0.20922840136075413),acer (0.03199752961057182)
 ",walmart,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," toshiba
Context: A train sits at a train station parked on tracks
 Question: What is the name of the children's television show named after the vehicle in this picture?
 Candidates: thomas (0.8795325901538085),thomas train (0.6867290355256617),thomas tank engine (0.6769809213000753),friend (0.06438932114912431),mary poppins (0.02588606821117265)
 ",tony hawk,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," afternoon
Context: A man and a woman riding a scooter past a church.
 Question: What time of day is it?
 Candidates: afternoon (0.9661183289855078),morn (0.7476881059618583),noon (0.6700575129640552),daytime (0.07331693907755123),even (0.06479654654333684)
 ",afternoon,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," luxury
Context: A group of chefs preparing food inside of a kitchen.
 Question: Is this a low end or high end restaurant?
 Candidates: high (0.9638072328719886),low (0.0170534442737717),commercial (0.008158698492311761),30000 feet (0.006574985816831872),college (0.005845031927958063)
 ",high end,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," shawn white
Context: A woman rides her horse at a rodeo.
 Question: Name the place where this horse is running in this picture?
 Candidates: rodeo (0.997121089435248),ring (0.6566856842603676),ranch (0.05163543614452329),track (0.01250968199798627),horse show (0.006283056895364258)
 ",teddy roosevelt,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," bunk
Context: The large kitchen has a black refrigerator in it. 
 Question: What is the large black item used for in this room?
 Candidates: food (0.011644473973166751),fridge (0.011279945062005947),cook (0.004381508678276257),tv (0.004168137953970198),read (0.0031715218532668943)
 ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," cream
Context: A group of colorful kites hanging from a balcony.
 Question: What are the rainbow colored items in the lawn called?
 Candidates: windmill (0.9955495398034429),fan (0.012384746941279196),wheel (0.006174949940278379),electric (0.0035775665315174354),parade (0.003508888007658881)
 ",horns,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," england
Context: A fire truck is traveling down the street
 Question: Which dog breed is associated with this vehicle?
 Candidates: dalmation (0.9807005842949766),dalmatian (0.8169456771583153),fire (0.007561616310500039),fire truck (0.006448447803669129),dog (0.0063271409921353255)
 ",united,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," 1946
Context: A hot dog has fallen out of its container.
 Question: When was the food item in this photo invented?
 Candidates: 1900 (0.24480481289116116),hot dog (0.06172279307398763),hotdog (0.060565965954771615),1800s (0.04045708798288968),1800's (0.03484801062152411)
 ",1900,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," beanie
Context: A man, a woman, and a dog are dining at an outdoor cafe. 
 Question: What style of hat is the man wearing?
 Candidates: fedora (0.9983927016918729),cowboy (0.9747076452417629),bowler (0.45902579628004836),top hat (0.44773457124774496),down (0.05705510490709028)
 ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," circle
Context: An American Gothic style clock tower at the corner of a small town street.
 Question: What state is this clock in?
 Candidates: texas (0.9497759478869353),new york (0.5038746266806492),london (0.056219569139949736),paris (0.009391250427002892),florida (0.0070370528319801786)
 ",mickey mouse,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," grapefruit
Context: some wooden crates of yellow and red apples
 Question: How do these fruits grow?
 Candidates: on tree (0.9891820616182189),tree (0.9766331035474477),south america (0.014828304797101755),tropic (0.011235191471386727),ground (0.010700807412081681)
 ",pineapple,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," downhill
Context: A baseball hitter prepares to hit the incoming ball.
 Question: What type of swing is being used?
 Candidates: bunt (0.9496575372430843),homerun (0.120124702459366),forehand (0.02746736602634449),baseball (0.026704479656523478),run (0.02539954272528926)
 ",downhill,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," health
Context: Large brown elephant walking down a wooded area.
 Question: What is this animal hunted for?
 Candidates: ivory (0.978091115356393),tusk (0.954852723657465),peanut (0.017124471516333475),plant (0.0058909485021445464),cloth (0.004519517787536227)
 ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," indian
Context: A beach area with people on it and kites flying above.
 Question: Are the flying objects natural or manmade?
 Candidates: manmade (0.862796106425709),man made (0.15713110648457818),both (0.01743645471223677),natural (0.01143682111016025),0 (0.004166956515181832)
 ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," laminate
Context: three horses are resting on the muddy ground.
 Question: What caused the erosion of the ground under the animals?
 Candidates: rain (0.9309193374838829),walk (0.8492235529335883),flood (0.5297839768151322),log (0.50635028755506),cow (0.06494356218066819)
 ",death,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," 11 feet
Context: Double decker buses are parked in a line in front of stately high rise buildings.
 Question: How tall are these buses?
 Candidates: double decker (0.7415736865763065),30 feet (0.25124117827032494),2 stories (0.2465656772094535),15 feet (0.160710737075801),20 feet (0.15736412268111438)
 ",12 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," pomeranian
Context: A seagull lands in the surf and pecks at the sand.
 Question: What breed is this bird?
 Candidates: seagull (0.976303778367246),pelican (0.0759805838319676),sandpiper (0.06720067787880672),sea gull (0.02365636450903143),egret (0.008724896856422509)
 ",calico,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
1050405,105040,Is this fruit or veggies?," veggies
Context: Onions, radishes and vegetables sit on a square pan.
 Question: Are these fruits or veggies?
 Candidates: veggies (0.8070957605399297),fruit (0.46240383657164),vegetable (0.3797021235386004),produce (0.012888396741843052),both (0.008914698744532285)
 ",veggies,veggies|veggies|veggies|veggies|vegetable|vegetable|veeggies|veeggies|veggie|veggie
