question_id,image_id,question,prediction,prediction_clean,answer_list
3804595,380459,What flavor is this pastry?," chocolate
Context: Two cardboard boxes one with a white cake the other with chocolate
 Question: What flavors are these cakes?
 ",cheese,blueberry|blueberry|blueberry|blueberry|cream cheese|cream cheese|chocolate|chocolate|strawberry|strawberry
5002005,500200,What kind of container are the flowers in?," vase
Context: A woman at a table working on jars. 
 Question: What is this person making?
 ",vase,vase|vase|vase|vase|vase|vase|trolley|trolley|pot|pot
3156685,315668,What country does this appear to be?," thailand
Context: A herd of white cows graze in a pasture with rolling hills in the background.
 Question: What country is this?
 ",england,scotland|scotland|scotland|scotland|scotland|scotland|usa|usa|england|england
3736625,373662,Which of the foods in the picture is best for you to eat when you have a cold?," grilled cheese
Context: A couple of pieces of bread on top of a knife.
 Question: What type of sandwich is this?
 ",soup,soup|soup|soup|soup|soup|soup|chicken soup|chicken soup|fruit|fruit
4293695,429369,What do teenage pranksters do to this animal?," sniff
Context: An elephant pooping while pushing trunks with another elephant.
 Question: What is one thing these animals are rumored to never do?
 ",pull tail,tip|tip|tip|tip|tip|tip|tip|tip|tip|tip
4273415,427341,How many watts is that microwave?," 60
Context: Bed with black and white covers in front of wall-mounted television
 Question: How many inches is this tv display?
 ",1000,800|800|800|800|120|120|1000|1000|100|100
3938365,393836,What is this type of blanket called?," quilt
Context: a black dog is laying on a bed
 Question: What do you call the wall covering abve this bed?
 ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," united state
Context: Various types of apples and other fruits at a market
 Question: What country is the largest exporter of this fruit?
 ",argentina,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," cafe
Context: A large sandwich on a plate with pickles
 Question: What is the largest us restaurant chain that sells this item?
 ",chili's,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," train
Context: There are some red vehicles by each other.
 Question: What kind of vehicles are this photo?
 ",truck,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," white wine
Context: A man standing next to a woman holding a wine glass.
 Question: What type of wine is in the two glasses?
 ",becker vineyards,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," break
Context: Windshield with rock chip on roadway on partly cloudy day.
 Question: What happens when a pebble hits your windshield on the freeway?
 ",break,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," suit
Context: A man in suit smokes a cigarette outdoors.
 Question: What kind of outfit does the man have on?
 ",zara,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," amazon
Context: A brown and white dog sitting in a purple and white strip lawn chair.
 Question: Where can i buy that chair?
 ",walmart,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," sushi
Context: A sushi food truck with hungry patrons waiting in line
 Question: What kind of truck is that and what is in the truck?
 ",tempura,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," cyanocitta cristata
Context: A bird is perched on a sill, looking in a window.
 Question: What kind of bird is this?
 ",": bluebird
Context: Bird with yellow wings and white belly sits atop large tree leaf
 Question: What kind of bird is this?
 Answer: finch
Context: A bird up close with a blue and yellow markings and is sitting on the tip of a branch",blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," camera
Context: A woman taking funny pictures with a keyboard.
 Question: What emotions are expressed by the girl?
 ",smile,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," 80 mph
Context: A train pulling into a station driving under a bridge.
 Question: How fast is the vehicle pictured capable of reaching?
 ",": 200 mph
Context: A single blue and silver railroad car sitting on the track",80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," cowboy
Context: A baby boy standing in a room holding a baby doll.
 Question: Which group of people in history wore that type of hat?
 ",cowboy hat,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," tree
Context: A bowl of oranges in the morning sun.
 Question: Where can this fruit be found?
 ",california,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," sweet
Context: A person holding up a gummy hot dog in their hand.
 Question: Is this item more likely to taste sweet or salty?
 ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," haul
Context: A man standing on the back of a truck with a piece of equipment
 Question: What is this truck being used for?
 ",tow,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," track
Context: Old locomotive steam engine, moving through rail yard
 Question: What does the train run on?
 ",train,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," sephia
Context: A car is parked near a wooden bench.
 Question: What type of lense was used to take this picture?
 ",blurry,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," hut
Context: A picture of a family on the beach with a trailer converted into a living area.
 Question: What kind of structure is that?
 ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," throw
Context: A man with a Frisbee standing on a dirt road.
 Question: What is this man about to do?
 ",throw,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," amatuer
Context: A man riding a bike in front of a small blue house.
 Question: Is this a professional or amatuer cyclist?
 ",high school,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," carpet
Context: A young child wearing a bib, putting something in his mouth.
 Question: What kind of carpet is the baby sitting on?
 ",carpet,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," commercial
Context: A train car sitting on train tracks between metal platforms.
 Question: Is this used for public or commercial transportation?
 ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," baseball helmet
Context: A batter gettign ready to swing at a pitch while the crowd looks on.
 Question: What league of baseball is this?
 ",baseball helmet,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," boot
Context: a coupl of women are sitting by a bag
 Question: What kind of shoes are these women wearing?
 ",ugg,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," dexter
Context: A man dressed like Darth Vader is standing in a white bathroom looking at himself in the mirror.
 Question: What was the first movie was the character in this image first featured?
 ",joss whedon,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," even
Context: A hamburger sitting on top of a white plate.
 Question: At what time of day is the food depicted eaten?
 ",noon,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," high end
Context: a couple of beds that are in a room
 Question: Is this a high price hotel room or a low budget room?
 ",high end,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," aspca
Context: Two people are running with a red kite
 Question: Who became famous by flying one of these in a lightning storm?
 ",michael jackson,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," sink
Context: a bathroom with rocks and white tile and a sink and lights
 Question: Where could you wash your hands?
 ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," horn
Context: A male elephant with tusks is standing in the field.
 Question: What highly valued product is created from tusks?
 ",horn,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," united
Context: a red, white and blue plane sits on the tarmac
 Question: What plane company has the logo on the picture?
 ",united,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," 1930
Context: A bench at a store in front of stacks of soda.
 Question: When was the soft drink company shown first created?
 ",1902,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," bowler
Context: A black and white picture of a man with a derby hat.
 Question: What kind of hat is shown?
 ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," mickey mouse
Context: Stuffed toys are on a bed with Mickey Mouse sheets. 
 Question: Which famous character is represented on the sheets?
 ",mickey mouse,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," coconut
Context: A bowl of purple icecream, a cellphone, a key, a napkin on a table.
 Question: What fruit flavored ice cream can this be?
 ",orange,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," cross country
Context: THERE ARE TWO PEOPLE WHO ARE HIKING THE SNOW HILL
 Question: What type of skiing is going on here?
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," be tall
Context: a giraffe leaning over a little tiny tree 
 Question: What is this animal's popular characteristic?
 ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," herbivorous
Context: An elephant pulling on leaves from trees 
 Question: Is this a mammal or an amphibian?
 ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," break
Context: Windshield with rock chip on roadway on partly cloudy day.
 Question: What happens when a pebble hits your windshield on the freeway?
 ",freeze,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," 20 feet
Context: Three giraffes standing behind a fence at the zoo.
 Question: How tall are these giraffes?
 ",18 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," calico
Context: A kitten is laying down on top of a shoe. 
 Question: Which breed of cat is this?
 ",calico,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
1050405,105040,Is this fruit or veggies?," veggies
Context: A kitchen counter top with lots of vegetables.
 Question: Is this veggies or fruit?
 ",veggies,veggies|veggies|veggies|veggies|vegetable|vegetable|veeggies|veeggies|veggie|veggie
5379826,537982,Why so many green vegetables?," market
Context: Some cloves of garlic in front of other vegetables.
 Question: Are these veggies home grown or bought?
 ",they are healthy,healthy|healthy|healthy|healthy|make salad|make salad|lot of vegetable are green|lot of vegetable are green|salad|salad
2352215,235221,What unpleasant emotional state does this weather phenomenon often cause?," overcast
Context: A group of people fly kites on an overcast day.
 Question: What type of clouds appear in the picture?
 ",anxiety,depression|depression|depression|depression|shock|shock|fright|fright|fear|fear
4854245,485424,What kind of oven is on the table?," convection
Context: A home kitchen with an oven on the left and a counter with small appliances on the right.
 Question: What kind of microwave is in the photo?
 ",convection,toaster|toaster|toaster|toaster|toaster|toaster|toaster oven|toaster oven|ge|ge
2864225,286422,How do people use this?," sail
Context: A woman riding on a sail boat in the ocean.
 Question: How does the man sustain winds?
 ",boat,sail|sail|sail|sail|sail|sail|sail|sail|to sail|to sail
5192715,519271,What small cloth is used to wipe the face or eating this meal?," napkin
Context: a group of kids sit at a table eating
 Question: What does the black object in the foreground of the picture usually hold?
 ",napkin,napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin
1449855,144985,What is this truck moving?," supply
Context: An airplane parked at gate B5 at an airport.
 Question: What is being loaded in the airplane?
 ",supply,furniture|furniture|furniture|furniture|furniture|furniture|good|good|cargo|cargo
5605665,560566,Which phase is that moon in?," 1st
Context: A little boy using safety scissors cutting a piece of paper.
 Question: What grade is he in?
 ",full,half|half|half|half|half|half|half moon|half moon|half moon|half moon
3430685,343068,What kind of animal is clearly displayed on the cover of this bed?," gazelle
Context: Three buffalo laying down in a grassy field
 Question: Buffalo bill is associated with which animal that could be considered an american equivalent to this one?
 ",deer,deer|deer|deer|deer|deer|deer|elk|elk|moose|moose
1527025,152702,What is a type of horseback sport?," polo
Context: People are riding horses along the beach together.
 Question: What is a competition for these animals called?
 ",horse race,polo|polo|polo|polo|race|race|race|race|ride|ride
1603935,160393,What item might be used to warm this item of furniture?," heater
Context: A laptop computer sitting on a bed showing the start screen.
 Question: What can be done to prevent this device from overheating?
 ",heater,electric blanket|electric blanket|electric blanket|electric blanket|blanker|blanker|cloth dryer|cloth dryer|blanket|blanket
2597615,259761,What fills the balloons?," candle
Context: Several inflated kites in various animal shapes float in the air above dozens of spectators on a grassy field.
 Question: What chemical is in the cats that makes them fly?
 ",helium,helium|helium|helium|helium|helium|helium|helium|helium|helium|helium
3883985,388398,Would this article of furniture typically be for public or private use?," public
Context: A red bus is going down a city street.
 Question: Is this a good example of public or private transportation?
 ",public,public|public|public|public|public|public|public|public|public|public
4071465,407146,How many passengers can this plane accomodate?," 20
Context: some children a yellow school bus and snow
 Question: How many people fit on the bus?
 ",10,15|15|15|15|10|10|18|18|8|8
5525735,552573,What knocked the guy off his chair?," wave
Context: a person surfing on a big wave on a sunny day
 Question: What cause that fluid to rise that high?
 ",wave,wave|wave|wave|wave|wave|wave|water|water|water|water
1000065,100006,What is the purpose of the logos on this truck?," advertising
Context: a couple of men are holding baseball bats 
 Question: What is the purpose of the big screen?
 ",advertise,identification|identification|identification|identification|advertising|advertising|advertising|advertising|sponsorship|sponsorship
5685555,568555,What is the purpose of these objects?," decoration
Context: A group of glass vases sitting on top of a table.
 Question: Who do these beautiful bottles do?
 ",decoration,art|art|art|art|memorial|memorial|decoration|decoration|grave|grave
2873285,287328,What happens here?," sleep
Context: Three dogs sleeping on a floor next to people at a table eating food.
 Question: Why are these dogs on the floor?
 ",sleep,sleep|sleep|sleep|sleep|sleep|sleep|sleep|sleep|rest|rest
5649115,564911,What company is this plane flying for?," sunexpress
Context: An airplane is at the airport attached to passenger loading.
 Question: What company is responsible for building this plane?
 ",one world,oneworld|oneworld|oneworld|oneworld|1 world|1 world|1 world|1 world|not sure|not sure
4471175,447117,Name the type of curtains shown in this picture?," lace
Context: A man and a woman drinking beer in bed, in a cozy ""log cabin"" style hotel room.
 Question: What is the formal name of this type of drapery?
 ",valance,drape|drape|drape|drape|rod pocket curtain|rod pocket curtain|big|big|lace|lace
3294555,329455,What animal does the meat on the pizza come from?," cow
Context: THERE ARE A LOT OF PEOPLE ON THE GRILL 
 Question: What animal do these come from?
 ",cow,pig|pig|pig|pig|pig|pig|pig|pig|pig|pig
1365725,136572,How do you turn this on?," power button
Context: The side view mirror of a motorcycle that is standing in the grass.
 Question: What is the proper equipment for this vehicle?
 ",key,key|key|key|key|key|key|ignition|ignition|with key|with key
5775245,577524,How tall is this animal usually?," 20 feet
Context: Three giraffes standing behind a fence at the zoo.
 Question: How tall are these giraffes?
 ",18 feet,20 feet|20 feet|20 feet|20 feet|12 ft|12 ft|15 feet|15 feet|13ft|13ft
2707535,270753,How much tomato sauce is in this dish?," lot
Context: A man in snowboarding gear is on a snowy hill.
 Question: How much is it snowing?
 ",1 gallon,2 cups|2 cups|2 cups|2 cups|half cup|half cup|1 4 cup|1 4 cup|2 cans|2 cans
2231575,223157,What brand of blue jeans is the skateboarder wearing?," dc
Context: some people are walking down a street with umbrellas
 Question: What brand of ripped jeans is being worn?
 ",levi,levis|levis|van|van|levi|levi|american|american|wrangler|wrangler
3087645,308764,Is this bird diurnal or nocturnal?," diurnal
Context: A giraffe standing in the shade of a tree 
 Question: Are giraffee carnivorous or herbivorous animals?
 ",nocturnal,nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal
2940305,294030,What is the white cloud behind the jet called?," smoke
Context: A formation of fighter jets flying through a blue sky.
 Question: The white plumes behind the planes are called what?
 ",contrail,contrail|contrail|contrail|contrail|cloud|cloud|contrail|contrail|supersonic wave|supersonic wave
2741565,274156,How heavy is this object?," 500 lbs
Context: A boat holding umbrellas is anchored on a beach.
 Question: How much weight does the boat shown in the image withstand?
 ",200 lbs,100 lbs|100 lbs|100 lbs|100 lbs|very heavy|very heavy|20 pounds|20 pounds|500 lbs|500 lbs
5522215,552221,What restaraunt is this at?," resturaunt
Context: a basket with some food inside of it 
 Question: Where could i find this?
 ",pizza hut,pizzaria|pizzaria|pizzaria|pizzaria|pizzeria|pizzeria|pizza place|pizza place|italian|italian
4684875,468487,What breed of dog is this?," chihuahua
Context: A woman and dog riding in a white car.
 Question: What kind of dog is this?
 ",": chihuahua
Context: A woman and dog riding in a white car",chihuahua|chihuahua|chihuahua|chihuahua|mutt|mutt|hound|hound|pharoah|pharoah
5156125,515612,What musical instrument is this man playing?," piano
Context: a close up of a piano and a bookcase 
 Question: What instrument is being shown in the image?
 ",": guitar
 Context: a man sitting on a chair playing a keyboard",piano|piano|piano|piano|piano|piano|keyboard piano|keyboard piano|keyboard|keyboard
2085245,208524,Does this type of train transport people or cargo?," cargo
Context: A red train is on the tracks near some trees.
 Question: Does this train carry freight or passengers?
 ",cargo,cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo
1970975,197097,What kind of dog is this?," dachshund
Context: A dog sits on a couch and just can't keep his eyes open.
 Question: What kind of dog is this?
 ",": chihuahua
Context: Small dog in a backpack of it's owner",lab|lab|lab|lab|dachsund|dachsund|cockerspaniel|cockerspaniel|retriever|retriever
2365425,236542,What is the name of this dish?," pancake
Context: A stack of partially eaten pancakes and a beverage.
 Question: What was the main food on the larger plate?
 ",pancake,pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake
1041195,104119,On what holiday do people traditionally eat this bird?," thanksgiving
Context: A appetizer plate with the food shaped as a peacock. 
 Question: What holiday is this platter used for?
 ",thanksgiving,thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving
2264595,226459,What do these animals generally eat?," peanut
Context: Three birds are lined in a row in a grassy area.
 Question: What do these animals eat?
 ",fruit,mice|mice|mice|mice|insect|insect|eat leaf|eat leaf|bug|bug
2749575,274957,What could a person use this for?," street name
Context: There are four signs together pointing different directions.
 Question: What was that sign meant for?
 ",street name,direct|direct|direct|direct|identify their location|identify their location|to tell direct|to tell direct|direction|direction
1341195,134119,What is a group of these animals called?," herd
Context: A group of elephants are standing in the grass and water.
 Question: What is it called when a group of this species is together?
 ",herd,herd|herd|herd|herd|herd|herd|tower|tower|tower|tower
1708525,170852,What toe related phrase is most commonly associated with this sport?," bethany hamilton
Context: A man riding a wave on top of a surfboard.
 Question: What is the name of this surfer's stance?
 ",big toe,hang 10|hang 10|hang 10|hang 10|shoot curl|shoot curl|toe drag|toe drag|web foot|web foot
1667045,166704,What is the type of blade being used in this photo?," butter
Context: This is a cut up potato on a cutting board with a knife on top of it.
 Question: A knife that has a blade like this one is called a what kind of knife?
 ",knife,serrated|serrated|serrated|serrated|bread blade|bread blade|microplane|microplane|carve knife|carve knife
4100045,410004,Where are fruits like this best found?," south america
Context: A banana hangs out of the pocket of a blue sweater.
 Question: Where are these fruits most commonly farmed in the usa?
 ",tropical climate,south america|south america|south america|south america|tropic|tropic|jungle|jungle|south|south
639735,63973,How long does this animal usually live?," 30 years
Context: A fawn colored cat laying on several pairs of shoes.
 Question: How long does this breed of animal live?
 ",": 30 years
Context: A fawn colored cat laying on several pairs of shoes",10 years|10 years|10 years|10 years|10 years|10 years|20 years|20 years|20 years|20 years
979885,97988,People that pledge to give per mile monies for those participating in these types of events are called what?," restock
Context: A row of parking meters sitting next to parked cars.
 Question: What is the common name of the person that polices these?
 ",runner,sponsor|sponsor|sponsor|sponsor|volunteer|volunteer|donators|donators|charity mile|charity mile
4959965,495996,What retractable appendage could this animal use to destroy the chair?," feet
Context: Two small bears are on top of a piece of stone.
 Question: The feet of animals like these are called what?
 ",claw,claw|claw|claw|claw|claw|claw|claw|claw|box cutter|box cutter
2980515,298051,What event is this?," rally
Context: Three women at an outdoor event with a polka dot umbrella overhead on a dreary day.
 Question: What event are these girls attending?
 ",concert,concert|concert|concert|concert|concert|concert|concert|concert|british heart foundation|british heart foundation
2921885,292188,What other item is this company famous for manufacturing?," atv
Context: A horse and plow are next to some small sheds.
 Question: What is the horse hook to?
 ",lawnmower,tractor|tractor|tractor|tractor|tractor|tractor|truck|truck|vehicle|vehicle
5735275,573527,What is the arrow indicating?," 1 way
Context: A very artistic view of a street in the middle of a sunset.
 Question: What do the arrows on the road mean?
 ",no turn,1 way|1 way|1 way|1 way|oneway|oneway|turn left|turn left|direction|direction
5461715,546171,Why would animals do this?," drink water
Context: A herd of elephants walking through a lush green field.
 Question: What is it said that these animals never do?
 ",drink water,mate|mate|procreate|procreate|reproduce|reproduce|play|play|mate|mate
