question_id,image_id,question,prediction,prediction_clean,answer_list
4976605,497660,What is the horsepower of the truck pulling the load?," 1889
Context: a close up of a person with birds on his arm 
 Question: What kinds of birds are these?
 Candidates: parrot (0.9749263548424568),parakeet (0.8563743895963956),tropical (0.026026709780679978),sparrow (0.00588224238059961),green (0.004562121103247238)
 ",diesel,510|510|510|510|510|510|420|420|500|500
2357845,235784,What kind of skiing is this person engaged in?," chocolate
Context: A bunch of colorful flowers inside a suit case.
 Question: What type of flowers are growing out of the suitcase?
 Candidates: pansy (0.4241940218155007),daisy (0.18593907487382533),sun (0.08891339867167984),lilly (0.03785973245934436),daffodil (0.03061378125964228)
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country
3190735,319073,What is the person in the photo wearing?," dove
Context: A close-up of a pigeon underneath a bench.
 Question: What type of bird is this?
 Candidates: pigeon (0.9612197376839343),white (0.6851417068544657),chicken (0.02972414506036749),seagull (0.010431324648391409),dove (0.007610805565892516)
 ",wetsuit,wetsuit|wetsuit|wetsuit|wetsuit|suit|suit|wet suit|wet suit|trunk|trunk
5144685,514468,What is the name of the board he is on?," american airline
Context: A man is riding a wave on his surfboard.
 Question: What is this sport called?
 Candidates: surf (0.9834886344029579),wind surf (0.034068392417973645),surf board (0.031300291027118426),windsurf (0.01230321414355366),wakeboarding (0.0058056825310443564)
 ",surf board,surf board|surf board|surf board|surf board|surfboard|surfboard|surfboard|surfboard|surf|surf
4371265,437126,Name the material used to make this car seat shown in this picture?," coffee
Context: A man sitting outside wearing sunglasses and using a laptop
 Question: What is the processor used in this laptop?
 Candidates: intel (0.47404661422786915),window (0.09243419462212278),macbook (0.06363270713331542),steve job (0.019072976039911562),type (0.010702973195658346)
 ",cloth,cloth|cloth|cloth|cloth|nylon|nylon|polyester|polyester|leather|leather
5182875,518287,What part of the face is the toothbrush in?," string
Context: Someone's hand holding up a glass of wine.
 Question: What would you do with this?
 Candidates: drink (0.9713146123729915),smell (0.13617792889968236),eat (0.010566210526119979),flush (0.010344844620372568),eat it (0.009535073232578429)
 ",mouth,mouth|mouth|mouth|mouth|mouth|mouth|mouth|mouth|happy|happy
3804595,380459,What flavor is this pastry?," sub
Context: A stop sign warning that pedestrians are crossing.
 Question: What type of signs are these?
 Candidates: traffic (0.9710004239602026),stop (0.13258173039111204),crosswalk (0.04710074939726714),safety (0.04269768149191527),caution (0.03750173436892306)
 ",vanilla,blueberry|blueberry|blueberry|blueberry|cream cheese|cream cheese|chocolate|chocolate|strawberry|strawberry
5002005,500200,What kind of container are the flowers in?," apple
Context: A banana is sitting on top of a telephone.
 Question: What kind of equipment is under the banana?
 Candidates: telephone (0.9539536261041078),speaker (0.7398309915011198),phone (0.643691739647192),clock (0.5160044575342584),radio (0.04862289919521567)
 ",vase,vase|vase|vase|vase|vase|vase|trolley|trolley|pot|pot
3156685,315668,What country does this appear to be?," racer
Context: A cozy living room could use updated tables.
 Question: What are the brown objects over the windows?
 Candidates: shade (0.9481055802465687),blind (0.9139348847334455),curtain (0.050782390449347674),sunscreen (0.014394237185274236),blinds (0.0032039541406566237)
 ",england,scotland|scotland|scotland|scotland|scotland|scotland|usa|usa|england|england
3736625,373662,Which of the foods in the picture is best for you to eat when you have a cold?," hit
Context: Sheep grazing on a green field at a farm.
 Question: What do you call the red building in the background?
 Candidates: barn (0.9759510864754012),stable (0.046953661412664334),farm (0.012247913321943821),sheep (0.002722894539781266),house (0.0011941480595855656)
 ",sandwich,soup|soup|soup|soup|soup|soup|chicken soup|chicken soup|fruit|fruit
4293695,429369,What do teenage pranksters do to this animal?," sunbath
Context: A woman crossing the street in a city
 Question: What photo technique is being used?
 Candidates: filter (0.06520470012840977),film (0.019295381911056352),black and white (0.013889108516634243),wide angle (0.009752857519120636),photoshop (0.008371360065371232)
 ",eat,tip|tip|tip|tip|tip|tip|tip|tip|tip|tip
4273415,427341,How many watts is that microwave?," read
Context: A man with a bear standing next to a beautiful woman.
 Question: What is material is the polka dotted object on the man's neck made out of?
 Candidates: tie (0.9838149049024861),silk (0.9436445396415719),cotton (0.2101974196656772),polyester (0.02104042552309328),glass (0.010873980355188056)
 ",100,800|800|800|800|120|120|1000|1000|100|100
3938365,393836,What is this type of blanket called?," gottlieb daimler
Context: A MAN IS LOOKING AT HIMSELF IN THE MIRROR 
 Question: What is this person looking at?
 Candidates: toothpaste (0.9188168935744689),mirror (0.8994458728717971),himself (0.6147310785473419),sink (0.03799464553534053),bathroom (0.015046600261054838)
 ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," chew
Context: An furnished apartment room with bright colored furniture.
 Question: What kind of perosn lives here?
 Candidates: single (0.9752863975141878),female (0.8484959335262446),fun (0.2538436432652006),human (0.03428607576395568),caucasian (0.028365197771928318)
 ",america,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," 1662
Context: a group of people walk down a street 
 Question: What is the average distance per hour covered while doing this activity?
 Candidates: 3 (0.5287583778641317),2 miles (0.10172679173568218),3 feet (0.0841518053279479),10 feet (0.06739617048796225),8 feet (0.061749336528204635)
 ",chicago,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," bluetooth
Context: Three zebras one eating hay in a bin on the ground.
 Question: How can you tell if these zebras are male or female?
 Candidates: stripe (0.007908829070760895),mane (0.007341578860409924),male (0.00507996710765735),female (0.0049048587487553925),unknown (0.004605637849335804)
 ",bus,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," seed
Context: a young person playing tennis near a building
 Question: Does this game involve a shuttlecock or ball?
 Candidates: ball (0.991226362572545),football (0.00996321172003111),tennis (0.006084502587621342),tennis racket (0.005187354997290451),tennis ball (0.005168434691060772)
 ",rose,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," sick
Context: Celebration for two military men and their children 
 Question: Is this a government or private function?
 Candidates: private (0.9789531353485509),government (0.3336434285880162),public (0.09503896785583638),marine (0.011945695575503285),army (0.010544019892624523)
 ",break,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," shark
Context: A breakfast plate with fruit, pancakes, and bacon. 
 Question: What nutrients does the fruit on the plate provide?
 Candidates: vitamin (0.7442307413755657),vitamin c (0.6580221348239073),protein (0.15604036416550862),fiber (0.08858201166283845),calcium (0.079689466685164)
 ",unknown,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," whisker
Context: A slice of cheesecake plated with whipped cream
 Question: What dairy products are in cake?
 Candidates: milk (0.9779313045067844),cheese (0.9774562249981197),grain (0.005866103022276635),egg (0.004778450389326249),protein (0.004481576085165922)
 ",target,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," sweater
Context: A large passenger jet flying through a blue sky.
 Question: What is the max speed of this type of aircraft?
 Candidates: 100 mph (0.17989567789917957),120 mph (0.14027718009549825),200 mph (0.13676946059191),300 mph (0.12232888288498033),200 (0.09292737572760333)
 ",sushi,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," to see
Context: A red and yellow fire hydrant on a street.
 Question: Who uses this object?
 Candidates: firefighter (0.6853578751020228),fireman (0.6733789819762729),firefight (0.4000377045716677),fire hydrant (0.18124602903926854),firemen (0.05642084348887876)
 ",robin,blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," india
Context: A sign in the grass next to the sidewalk in the shadows. 
 Question: What is the name of this road?
 Candidates: street (0.0015562441497333104),park (0.0003556811437371285),boeing (0.00018343984921408065),read (0.0001804524905238326),gasoline (0.00015151998519801477)
 ",sit,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," wrong way
Context: A red velvet layer cake sits upon a red table.
 Question: What are the shapes around this cake?
 Candidates: star (0.9863158264423487),round (0.013269784808885009),circle (0.0027438265021372974),flower (0.0017685343497837692),heart (0.0016491281423337883)
 ",120 mph,80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," winter
Context: A plate filled with an assortment of food
 Question: Which famous breakfast item is also the first part of the name of the asian rolled edible seen here?
 Candidates: egg (0.9812618176491836),chinese (0.015983477639630456),butter (0.00681209818680973),pastry (0.004978748765646297),pancake (0.004784967512771355)
 ",cowboy,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," cookie monster
Context: Three computer monitors on a bench two powered on.
 Question: What are the small pink squares of paper called?
 Candidates: post it note (0.614494344739956),tag (0.027608372681114508),post it (0.02695401850664628),ticket (0.021380004088786004),set (0.007884852906878318)
 ",florida,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," right
Context: A man is using a laptop at the desk in a motel room.
 Question: What's this guy doing?
 Candidates: work (0.9684958988694372),compute (0.07469961244187648),type (0.06701815830025772),study (0.06211848241574908),internet (0.0374643084791468)
 ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," storm
Context: A woman in a red shirt talking on cellphone at a counter.
 Question: Which sports team does her jersey represent?
 Candidates: softball (0.5325265971091876),usa (0.030693090208244612),baseball (0.01820207426360405),red sox (0.014567922296849443),cardinal (0.007398257311069894)
 ",haul,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," attach to surfer
Context: A woman with short ginger hair has a book open as she lays in bed.
 Question: What standard size bed does this look like?
 Candidates: queen (0.9505609843870774),full (0.9338098930572936),double (0.15445884436449586),king (0.1074118497960384),twin (0.035052603644901294)
 ",track,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," bench
Context: A cooked pizza is being sliced on a counter-top.
 Question: Name the ingredients used for preparing this dish?
 Candidates: flour (0.920483536868668),dough (0.05827362793485165),cheese (0.05641023323222976),yeast (0.05384522303953338),spinach (0.0270108111855336)
 ",fisheye,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," india
Context: Green and yellow fire hydrant with orange and white barrels next to it.
 Question: What first responder would use this device?
 Candidates: firefighter (0.9403504493242459),fireman (0.9398332101077524),firefight (0.11777920530534723),firemen (0.07397345103866161),fire hydrant (0.045359827504247476)
 ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," nike
Context: A long-haired grey tabby cat resting on a sofa.
 Question: What are the long hairs on this cat's face called?
 Candidates: whisker (0.5882854682795254),fur (0.01813295389915195),purr (0.00950593138182964),feline (0.008681331269479453),bad luck (0.0076634810070577725)
 ",play,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," christmas
Context: This blue decorated bathroom contains a toilet and a bathtub. 
 Question: What movie features small monsters that live in these?
 Candidates: forrest gump (0.01719722389897755),dumbo (0.006646767852974718),mary poppins (0.006104947221988459),wizard of oz (0.005038826148804374),forest gump (0.004224266094821504)
 ",beginner,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," brazil
Context: A group of people standing around a table topped with a sheet cake.
 Question: What type of function is going on?
 Candidates: party (0.9025456601961346),celebration (0.326402049717685),retirement (0.0530677895894657),baby shower (0.048865534840274),birthday party (0.04487836855755607)
 ",rug,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," fondant
Context: A gray and white mouse with a red light.
 Question: What is the mouse attached to?
 Candidates: cord (0.9225967501194541),keyboard (0.8289193680873473),wire (0.7739620508250964),computer (0.674379671981472),bluetooth (0.11265097209132242)
 ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," fire
Context: Woman feeding three cows hay from hay bundle.
 Question: Why would we suspect these animals haven't eaten well in a while?
 Candidates: hay (0.03850349305399015),cow (0.03244641212327654),sun (0.007532832529668079),brown (0.0066456313917277795),farm (0.004790361255270412)
 ",bat,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," dalmation
Context: A motorcyclist in a helmet is posing next to the parked motorcycle.
 Question: What type of activity is being done?
 Candidates: ride (0.9370628353925637),motorcycle (0.8303359668138223),race (0.04614327087728648),bike (0.01685037172663241),cycling (0.013527439131994359)
 ",walmart,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," hunt
Context: Small brown bird sitting on a branch outside.
 Question: Name the bird?
 Candidates: finch (0.34339023011963915),sparrow (0.1521142956430849),brown (0.02249031248536885),robin (0.019020838941747914),pigeon (0.016597022148856104)
 ",tony hawk,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," rock band
Context: Stack of pancakes covered in banana slices and syrup.
 Question: How many calories are in this meal?
 Candidates: 400 (0.8456642031937287),600 (0.6959282058710727),350 (0.14804142438698514),500 (0.06316056906862878),250 (0.048588941327688484)
 ",lunch,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," black bear
Context: a small child sitting on some skis coming down the snow covered hil
 Question: What is the rod in the boys hand made of?
 Candidates: steel (0.7778802360982975),fiberglass (0.7762209848884806),aluminum (0.6258027139862046),metal (0.09403849090734308),polyurethane (0.07529311485893828)
 ",high,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," surf board
Context: a train on a train track with a person next to it
 Question: How fast can this train go?
 Candidates: 100 mph (0.7034160442609637),80 mph (0.4971510033190566),200 mph (0.4650488286573375),120 mph (0.42724118229909985),300 mph (0.26859898996223674)
 ",teddy roosevelt,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," blurry
Context: A bird sitting on some rocks by a stream of water
 Question: Is the water likely salty or fresh?
 Candidates: fresh (0.9905332731429417),salty (0.7192237711817208),salt (0.05558962984636786),saltwater (0.01496382546485641),sweet (0.00928267489903402)
 ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," snowboarder
Context: A man sitting on the floor with a video game remote
 Question: Is the man playing with a nintendo product or a sony product?
 Candidates: nintendo (0.9278095694771203),wii (0.0780130265310121),xbox (0.03393159951439367),nintendo wii (0.017956570851639948),apple (0.006968601496216776)
 ",horns,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," ford
Context: A man sits in front of a computer.
 Question: What type of laptop is being used?
 Candidates: acer (0.8915736728191092),hp (0.30694488499761724),dell (0.25649161182127567),macbook (0.02198024362960665),striped (0.005094138325669261)
 ",united,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," erosion
Context: A man taking a picture of a scene.
 Question: What is keeping people in?
 Candidates: rail (0.9621800061589003),fence (0.5028395496504584),railing (0.11292911059540751),wall (0.025022112027105792),gate (0.015022606058678164)
 ",1886,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," married
Context: a small television is on behind a bar
 Question: What type of establishment is this?
 Candidates: bar (0.9979755233318528),diner (0.007542410261999205),restaurant (0.00661791570172754),live room (0.0038261444505291045),sommelier (0.00337888212750134)
 ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," normal
Context: A baseball batter is close to hitting a baseball.
 Question: What will the batter try to do?
 Candidates: hit (0.8640886527220161),hit ball (0.7948183262033472),swing (0.6399294711002159),run (0.09436468144044349),homerun (0.058532336395150396)
 ",mickey mouse,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," watch
Context: Several cows grazing in a field under a tree.
 Question: Which farmer of song fame is often associated with these animals?
 Candidates: dell (0.06019789991905889),cowboy (0.0313151934079338),farmer (0.018549216337597957),cow (0.018056480527258875),beef (0.010963950577011812)
 ",pineapple,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," core
Context: Two people standing with a zebra with one having a brush.
 Question: How much taller is the man in the hat than the animal in front of him?
 Candidates: 3 feet (0.688500267061385),2 feet (0.5912878514134651),1 foot (0.4356082265332245),4 feet (0.25610973655263586),5 feet (0.1459362239276162)
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," ride
Context: A big building with a large clock at the top of it .
 Question: What style of architechure is the building?
 Candidates: spanish (0.9813003388147524),modern (0.8425966872279175),old (0.37978014609905947),classic (0.1336732288463063),stone (0.11770483107463797)
 ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," no u turn
Context: an image of a fan base of people at a sporting event
 Question: Where was this picture most likely taken?
 Candidates: stadium (0.9091413808051084),baseball game (0.7973340611199254),baseball stadium (0.15838183247042847),baseball field (0.07397688083215231),stand (0.016995081524145465)
 ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," sepia
Context: a man snow boarding in the snow down the mountai
 Question: What do the goggles protect this person from?
 Candidates: snow (0.982999819381773),sun (0.03366249464475809),water (0.006482303054075148),white (0.005406253893812184),snowboarder (0.0018744477258828194)
 ",avalanche,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," dessert
Context: a man sitting on a surf board out in the water
 Question: What time of day is it?
 Candidates: sunset (0.8863520995732406),even (0.24481329795435514),dusk (0.09943525866384333),sunrise (0.08968836116271245),night (0.040664594855228185)
 ",15 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," 6
Context: The girl and baby are sitting under a trellis. 
 Question: What is the breed of the dog?
 Candidates: labrador (0.30983187696851305),labrador retriever (0.2913083726084068),retriever (0.2597392625400158),lab (0.1868900695555504),black lab (0.08744352596706959)
 ",calico,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
1050405,105040,Is this fruit or veggies?," white
Context: The young couple is sitting on the bench. 
 Question: Is this a homosexual or heterosexual relationship?
 Candidates: heterosexual (0.2733543128720991),couple (0.023218456880309345),mother and son (0.01300310471436027),annual (0.012567877497532682),marriage (0.009359028662339602)
 ",veggies,veggies|veggies|veggies|veggies|vegetable|vegetable|veeggies|veeggies|veggie|veggie
