question_id,image_id,question,prediction,prediction_clean,answer_list
299845,29984,Is this at a salt water beach or a lake?," cabinet
Context: A white toilet sitting next to a window and a sink.
 Question: This item is often referred to as the royal throne?
 Candidates: toilet (0.9943644012094061),bathroom (0.45216559878412205),sink (0.003472655271026528)
 ",lake,salt water beach|salt water beach|salt water beach|salt water beach|salt water|salt water|lake|lake|beach|beach
115115,11511,Who designed the statues?," math
Context: a train on a train track in a field near trees
 Question: What are these tracks for?
 Candidates: train (0.999781260468351),transport (0.0036497980195320033),bus (0.0024750954237192256)
 ",woman,artist|artist|artist|artist|guell|guell|toscano|toscano|aritect|aritect
3234605,323460,What is the name of the items the hot dog are topped with?," 300
Context: a few animals that are walking in grass
 Question: Which of these animals can run the fastest?
 Candidates: zebra (0.9936830467984795),horse (0.9679242701404295),donkey (0.04120969359380592)
 ",pickle,condiment|condiment|condiment|condiment|onion relish|onion relish|vegetable|vegetable|relish|relish
5169165,516916,What is this desk used for?," go
Context: An orange bicycle in a black and white photo
 Question: What style of bicycle is this?
 Candidates: mountain (0.7700194425194882),road (0.6995228338731101),schwinn (0.1139763292302497)
 ",work,work|work|work|work|compute|compute|work|work|office|office
217115,21711,What type of bike is on the ground?," meow
Context: A black dog laying in the grass playing with a blue Frisbee. 
 Question: What is the breed of the dog?
 Candidates: lab (0.8226804769002521),labrador (0.5514766198373436),retriever (0.39748912519233165)
 ",dirt bike,bmx|bmx|bmx|bmx|bicycle|bicycle|bicycle|bicycle|10 speed|10 speed
3133865,313386,What type of plane is that?," muscle
Context: Various computer products sitting out with instruction manuals around them. 
 Question: What can i use these for?
 Candidates: work (0.933155543678375),computer (0.9079628563700888),compute (0.15673217279030424)
 ",commercial,commercial|commercial|commercial|commercial|passenger|passenger|quanta|quanta|md 80|md 80
4026395,402639,Is this a room for a boy or girl?," curtain
Context: A man kiteboard on top of a body of water.
 Question: What activity is this person doing?
 Candidates: parasailing (0.9755738649030792),wind surf (0.4492226490849504),kite surf (0.39758232198632826)
 ",girl,girl|girl|girl|girl|girl|girl|girl|girl|girl|girl
4575845,457584,In what year was this desert first introduced?," feet
Context: A marble bathroom with automatic toilet and bidet.
 Question: What is he floor made out of?
 Candidates: tile (0.9916641191547038),ceramic (0.4433996097423231),linoleum (0.03439252980354546)
 ",2000,1847|1847|1847|1847|1860|1860|1934|1934|1900s|1900s
4883775,488377,What is this surf trick called?," go
Context: A piece of birthday cake is sitting on a plate.
 Question: Where is fizz soda manufactured?
 Candidates: america (0.9011423372707154),factory (0.8713469995573928),usa (0.7634528933447734)
 ",flip,ride|ride|ride|ride|tube ride|tube ride|ollie|ollie|wave runner|wave runner
3017535,301753,What do they call running around the bases on a single hit?," frisbee
Context: The old red bus reads ""381 Epping Stn""
 Question: Which stop is this bus heading to next?
 Candidates: london (0.009390381002590865),downtown (0.004313628997576463),bus (0.002768521110931239)
 ",home run,homerun|homerun|homerun|homerun|homerun|homerun|home run|home run|home run|home run
1833195,183319,Why is this plugged in?," turn it on
Context: Two women preparing food in a kitchen, one at the sink and one at the table
 Question: What is in the dark colored bottle?
 Candidates: wine (0.9981858997948514),beer (0.028450646413821737),wine bottle (0.004958187733176032)
 ",business,charge|charge|charge|charge|to have power and work|to have power and work|power|power|outlet|outlet
3970635,397063,What is the shape?," snow
Context: A fire truck is traveling down the street
 Question: Which dog breed is associated with this vehicle?
 Candidates: dalmation (0.9807005842949766),dalmatian (0.8169456771583153),fire (0.007561616310500039)
 ",circle,circle|circle|circle|circle|circle|circle|round|round|round|round
4976605,497660,What is the horsepower of the truck pulling the load?," 1950's
Context: A man standing in front of a TV screen in a living room.
 Question: What was the first system of this kind called?
 Candidates: nintendo (0.9871366397678863),wii (0.11939319946521258),television (0.023894484582114593)
 ",diesel,510|510|510|510|510|510|420|420|500|500
2357845,235784,What kind of skiing is this person engaged in?," elephant trainer
Context: An intersection with a traffic light and road signs.
 Question: Where is this?
 Candidates: minnesota (0.065899862187606),united state (0.03419050347831812),pennsylvania (0.02543421586918735)
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country
3190735,319073,What is the person in the photo wearing?," scooter
Context: A man standing in front of a machine with an apple in it.
 Question: What kind of profession is the man in the apron in?
 Candidates: chef (0.9699008529763142),cook (0.08465053458423172),doctor (0.03291580985188509)
 ",wetsuit,wetsuit|wetsuit|wetsuit|wetsuit|suit|suit|wet suit|wet suit|trunk|trunk
5144685,514468,What is the name of the board he is on?," bible
Context: Three separate images:  one of a bottle, one of a coffee cup, and one of a pizza.
 Question: What kind of pizza is in the photo?
 Candidates: sausage (0.96752355280611),meat (0.009508064222944219),cheese (0.005533920621284117)
 ",surf board,surf board|surf board|surf board|surf board|surfboard|surfboard|surfboard|surfboard|surf|surf
4371265,437126,Name the material used to make this car seat shown in this picture?," farm
Context: Meat and mashed potatoes smothered in gravy with peas and carrots and bread
 Question: What orange veggie is on this plate?
 Candidates: carrot (0.9854866094769038),orange (0.003962388728265424),tomato (0.003669319283748293)
 ",cloth,cloth|cloth|cloth|cloth|nylon|nylon|polyester|polyester|leather|leather
5182875,518287,What part of the face is the toothbrush in?," hairless
Context: A woman pouring water into a container for a dog.
 Question: What do these animals usually do after drinking a lot?
 Candidates: pee (0.89562896594818),poop (0.1447341413388616),jump (0.0355154838133195)
 ",mouth,mouth|mouth|mouth|mouth|mouth|mouth|mouth|mouth|happy|happy
3804595,380459,What flavor is this pastry?," 30000 feet
Context: Cars and trucks reflect on the store's window
 Question: Which historical group wore that clothing accessory?
 Candidates: cowboy (0.9992510376340288),western (0.1703756361910687),men (0.020413425470346476)
 ",vanilla,blueberry|blueberry|blueberry|blueberry|cream cheese|cream cheese|chocolate|chocolate|strawberry|strawberry
5002005,500200,What kind of container are the flowers in?," cumulus
Context: Spectators watch competitive skateboarders skating down a road.
 Question: What is the name of this sporting event?
 Candidates: skateboard (0.04034866981109338),snowboard (0.014759639370473579),slalom (0.010715431077293162)
 ",vase,vase|vase|vase|vase|vase|vase|trolley|trolley|pot|pot
3156685,315668,What country does this appear to be?," collar
Context: A man on a motorcycle riding a dirt track.
 Question: What sport is this?
 Candidates: motorcross (0.8453618415788838),motocross (0.7196812721573321),dirt bike (0.5224162549551169)
 ",england,scotland|scotland|scotland|scotland|scotland|scotland|usa|usa|england|england
3736625,373662,Which of the foods in the picture is best for you to eat when you have a cold?," travel
Context: A full view of some food and orange set on a table. 
 Question: What type of jellly is shown?
 Candidates: orange (0.9234453883107228),jam (0.25175015392295275),juice (0.026521671299456102)
 ",sandwich,soup|soup|soup|soup|soup|soup|chicken soup|chicken soup|fruit|fruit
4293695,429369,What do teenage pranksters do to this animal?," blueberry
Context: a guy doing a trick on a bike with others watching 
 Question: What is the name of this bike the person is doing tricks on?
 Candidates: schwinn (0.6997180768772168),bmx (0.6797824889393674),bicycle (0.546779820528268)
 ",graze,tip|tip|tip|tip|tip|tip|tip|tip|tip|tip
4273415,427341,How many watts is that microwave?," boy scout
Context: A cage filled with bright green and yellow birds. 
 Question: What kind of bird is this?
 Candidates: parakeet (0.9840471671868591),parrot (0.6436278549131587),finch (0.01143546801551285)
 ",60,800|800|800|800|120|120|1000|1000|100|100
3938365,393836,What is this type of blanket called?," apron
Context: a child in the bathroom playing in the toilet
 Question: How old is the child?
 Candidates: 1 (0.9214215653686524),1 year (0.4978833026974384),18 months (0.34124105438735614)
 ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," udon
Context: The shaded park bench is a good place to rest.
 Question: How do these plants improve the quality of our air?
 Candidates: oxygen (0.17929180098938374),water (0.01499349372940675),tree (0.01038018482231031)
 ",brazil,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," poodle
Context: A woman standing behind a counter preparing food.
 Question: What kind of food appears the most on the monitors at the top of the photo?
 Candidates: sandwich (0.9252390940743336),hamburger (0.7846272596506775),burger (0.12082064739225758)
 ",hotdog,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," wilson
Context: A man in an orange shirt surfs in a wave with wooden pillars in the background.
 Question: What's this guy in between?
 Candidates: pier (0.9883506627780321),dock (0.16631945716436008),fence (0.008175670797638515)
 ",bus,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," outside
Context: A healthy plate of seafood and vegetables for lunch.
 Question: What type of meat is on this plate?
 Candidates: shrimp (0.986923462632708),seafood (0.033058774919628595),chicken (0.018795142747038522)
 ",claret,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," tow
Context: A woman riding on top of a brown boat.
 Question: Which river is this woman traveling on?
 Candidates: amazon (0.9849065315128526),nile (0.7410526725782589),mississippi (0.13493420491629118)
 ",break,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," tad williams
Context: Sandwich on black plate with chips on table
 Question: Where are the potato chips made?
 Candidates: factory (0.9176803574071111),idaho (0.14080949650510854),walmart (0.09771745939555711)
 ",columbia,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," for shade
Context: A Nintendo Wii remote sitting on a table.
 Question: How long will the batteries inside this remote last?
 Candidates: 3 months (0.3896126266129068),2 weeks (0.381816713906215),1 year (0.2728289364386859)
 ",target,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," wave
Context: A river traveling under a bridge next to a forest.
 Question: What type of body of water would this be considered?
 Candidates: river (0.9772488712640959),canal (0.44522621980660493),lake (0.02817255743543118)
 ",sushi,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," coconut
Context: Man spinning a frisbee on his finger while another man watches.
 Question: Which item of sci fi fame is purported to look like this object?
 Candidates: frisbee (0.032098365958368645),sunglasses (0.009904430433747379),friend (0.006162248324178099)
 ",blue jay,blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," grill
Context: The tiny bird is flying next to the flower.
 Question: This is the smallest of what group of vertebrates?
 Candidates: bird (0.971718114724357),hummingbird (0.06689293938609503),bee (0.057529101793266924)
 ",sit,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," in home
Context: Plants on a rack under an umbrella on the side of the road.
 Question: What type of flowers are in the blue flower pot?
 Candidates: rose (0.959045889000939),daisy (0.7665278871476027),tulip (0.039700502159151455)
 ",120 mph,80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," oak
Context: A wooden bowl of cooked broccoli and cauliflower.
 Question: Where can i buy a bowl like this?
 Candidates: walmart (0.7187080146919108),store (0.3945723959707446),grocery store (0.269576594791759)
 ",cowboy,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," unload boat
Context: A flat bread sandwich filled with cheese, tomato and green gel.
 Question: What type of oil was used if any?
 Candidates: olive (0.7608586610987346),olive oil (0.3094562361118006),omega 3 (0.051287566618070844)
 ",florida,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," garbage
Context: a skater with long hair and a green shirt is in the air
 Question: What is he jumping off of?
 Candidates: ramp (0.9847202788991583),skateboard (0.8224573235980963),wall (0.041579994904559194)
 ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," sausage
Context: an orange and white truck with a lift parked on the street
 Question: What is this kind of vehicle called?
 Candidates: fire truck (0.6627661729362784),truck (0.05889172898962996),construction (0.049414382883464954)
 ",haul,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," danger
Context: This woman is sitting in front of a restaurant smoking a cigarette.
 Question: What kind of plant is in the planters box?
 Candidates: fern (0.9662998937120938),succulent (0.19799312179491482),indoor (0.029920119697714995)
 ",track,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," 500 mph
Context: A jockey riding a horse in an arena
 Question: What is the name of the sport being shown?
 Candidates: horse race (0.915920013022558),polo (0.33322691400197907),derby (0.04907634050035248)
 ",fisheye,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," steve job
Context: A man with many bananas on his boat leans over.
 Question: What recipe might you use the food on sale for?
 Candidates: banana bread (0.9043442046459861),salad (0.764810974027172),banana split (0.12944052786029184)
 ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," water
Context: a nice black back splash a plant  some body oils and a black Kleenex box
 Question: Where would you find this in the house?
 Candidates: bathroom (0.9988886727734453),kitchen (0.016447096158776934),toilet (0.011582121814124503)
 ",play,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," brush
Context: A fruit basket with grapes, apples, plums, oranges and banana's.
 Question: Which fruit in the picture has the most potassium?
 Candidates: banana (0.9608963457079006),apple (0.7566852631005593),orange (0.06738764421388273)
 ",beginner,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," barn
Context: An empty living room area with two chairs and a coffee table. 
 Question: What material are these couches made of?
 Candidates: suede (0.7034912446279232),polyester (0.45873645618259223),microfiber (0.38069589140943716)
 ",carpet,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," cabinet
Context: Group of motorcycle riders being led by a police car. 
 Question: When people see this car on the freeway what are they most likely to do in their vehicles?
 Candidates: slow down (0.9002936326307412),stop (0.14918872237196495),brake (0.03807256836181506)
 ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," ford
Context: a red truck is driving over a crushed car
 Question: What is the name of this event?
 Candidates: truck (0.855887674921966),monster truck (0.2993664384993017),vehicle (0.004916128992489986)
 ",baseball,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," skatepark
Context: The bottom half of two people skateboarding on the sidewalk.
 Question: What is this trick called?
 Candidates: ollie (0.5677328875051557),kickflip (0.486407321923283),kick flip (0.37086055800629153)
 ",walmart,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," lunch
Context: A man on a motorcycle riding a dirt track.
 Question: What sport is this?
 Candidates: motorcross (0.8453618415788838),motocross (0.7196812721573321),dirt bike (0.5224162549551169)
 ",tony hawk,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," 12
Context: People are standing in front of a small store 
 Question: What object is used for traveling?
 Candidates: motorcycle (0.9934325534077103),bike (0.7876655093318788),motorbike (0.08323186805142128)
 ",lunch,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," dc
Context: a United passenger plane on a runway that is located next to water
 Question: Who rides in this?
 Candidates: travel (0.7176578175327273),human (0.6448228513949581),people (0.5407314413082754)
 ",high,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," lemon
Context: A spacious room that doesn't have much furniture in it
 Question: Who invented carpet?
 Candidates: someone (0.5754532201707765),owner (0.04431526834560011),samuel fox (0.014842842554825946)
 ",teddy roosevelt,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," happy
Context: an animal walking on a dry rocky surface 
 Question: What is the life span of this animal?
 Candidates: 10 years (0.4939174374644137),5 years (0.36428986918288697),15 years (0.25967210982280414)
 ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," mogul
Context: a bear sitting in a basket with bottles of hygeine products
 Question: What type of hat is the teddy bear wearing?
 Candidates: bonnet (0.2971330855971253),bowler (0.01841857969313721),hat (0.01288997411635917)
 ",horns,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," up
Context: A person is getting soaked while riding the waves.
 Question: What animal normally attack persons doing these activities?
 Candidates: shark (0.9954667355958307),dolphin (0.039642170135759464),wolf (0.009652710364781703)
 ",united,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," brake
Context: A single giraffe standing in front of a few trees.
 Question: What do these guys like to eat?
 Candidates: leaf (0.9914008013472356),grass (0.7206848436309828),plant (0.6185687347065902)
 ",1800s,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," tokyo
Context: TWO PEOPLE WEARING HARD HATS AND LIFE VESTS ON A SHIP ON OPEN WATERS.
 Question: What ship is that in the background?
 Candidates: navy (0.9595574313748041),ship (0.014451057640064342),tanker (0.009536856714179183)
 ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," skate park
Context: A meal consisting of a sandwich and corn.
 Question: How is this sandwich cooked?
 Candidates: grilled (0.9211049949220614),toasted (0.1968604666094742),bake (0.15410358538550767)
 ",mickey mouse,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," slow
Context: A young man standing on a beach holding a bat.
 Question: What is this boy using a piece of wood for?
 Candidates: bat (0.9827833183155855),baseball bat (0.12896313859830666),hit (0.015052000267093078)
 ",coconut,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," serengeti
Context: There are plenty of pastries to choose from at the bakery. 
 Question: How do you make that?
 Candidates: bake (0.9274549911541159),dough (0.8369161042623624),fry (0.03675074146395225)
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," fly
Context: Player at home plate preparing to swing at ball during game.
 Question: What level of baseball is this?
 Candidates: professional (0.9740911547550117),minor (0.5632179207948148),college (0.2974886647221804)
 ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," river
Context: A train passing by a station in an industrial area.
 Question: First car of this is also called a?
 Candidates: engine (0.9878872558503635),locomotive (0.024955965321979304),train (0.015108893724231206)
 ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," graze
Context: A Guy flying through the air with a skateboard.
 Question: What safety equipment is the rider missing?
 Candidates: shirt (0.9925007667129045),0 (0.013561926030324597),sunscreen (0.0009387660645007781)
 ",fall,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," brick and mortar
Context: A table with chairs in front of a window.
 Question: What is hanging from this chair that would usually be in a closet?
 Candidates: jacket (0.9818473480384469),coat (0.9048771723124102),cloth (0.004978959008764649)
 ",15 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," maytag
Context: long lines of motorcycles parked along boths sides of the road
 Question: Sturges is a gathering of people riding what type of vehicle seen in this image?
 Candidates: motorcycle (0.9954755495570388),scooter (0.6265551971468004),bike (0.14897049278400598)
 ",calico,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
1050405,105040,Is this fruit or veggies?," hungry
Context: A group of nine jet planes flies in formation.
 Question: How fast does a jet have to go to break the sound barrier?
 Candidates: 1000 (0.14309947643501533),very fast (0.12292055960560441),200 (0.11330410371128208)
 ",veggies,veggies|veggies|veggies|veggies|vegetable|vegetable|veeggies|veeggies|veggie|veggie
5379826,537982,Why so many green vegetables?," window
Context: A large commercial airplane parked on the runway
 Question: What is the name of this airplane company?
 Candidates: lufthansa (0.9976059093158385),united (0.7922275829255497),boeing (0.0571039179518892)
 ",to eat,healthy|healthy|healthy|healthy|make salad|make salad|lot of vegetable are green|lot of vegetable are green|salad|salad
2352215,235221,What unpleasant emotional state does this weather phenomenon often cause?," ice cream
Context: Back backs & luggage on the ground beside a vehicle
 Question: What is leaning on the truck?
 Candidates: stick (0.9824935923305422),bat (0.03620630918542935),pole (0.018068980574534252)
 ",storm,depression|depression|depression|depression|shock|shock|fright|fright|fear|fear
4854245,485424,What kind of oven is on the table?," low
Context: Two people pulling a luggage cart down a sidewalk.
 Question: What is the building made of?
 Candidates: concrete (0.9254927705647189),wood (0.7652430069168352),brick (0.6421381974304409)
 ",convection,toaster|toaster|toaster|toaster|toaster|toaster|toaster oven|toaster oven|ge|ge
2864225,286422,How do people use this?," united
Context: A kitchen with a view of the stove and tea kettle.
 Question: What is the yellow object on the stove?
 Candidates: kettle (0.9895538295263847),tea (0.018653622112938334),pot (0.004668555840668628)
 ",sail,sail|sail|sail|sail|sail|sail|sail|sail|to sail|to sail
5192715,519271,What small cloth is used to wipe the face or eating this meal?," wakeboard
Context: A tall clock tower in the middle of a town square. 
 Question: Which country is this tower located in?
 Candidates: england (0.9665967834478734),london (0.7513843629668254),united kingdom (0.07256530374941496)
 ",napkin,napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin
1449855,144985,What is this truck moving?," room
Context: A group of double decker and non double decker buses parked in a parking lot.
 Question: Who invented the vehicles shown here?
 Candidates: engineer (0.178380982065559),man (0.0791813583617976),richard trevithick (0.05431649566126884)
 ",car,furniture|furniture|furniture|furniture|furniture|furniture|good|good|cargo|cargo
5605665,560566,Which phase is that moon in?," boat
Context: A man cutting up a desert on a table with a knife and fork.
 Question: What type of phone does this man have?
 Candidates: iphone (0.9718735757740278),smartphone (0.10729434627922545),apple (0.013201299315190082)
 ",full,half|half|half|half|half|half|half moon|half moon|half moon|half moon
3430685,343068,What kind of animal is clearly displayed on the cover of this bed?," george washington
Context: A pair of scissors, needle, thread and measuring tape on fabric pattern.
 Question: Who normally uses these items to make men's clothes?
 Candidates: tailor (0.14094575484771382),sew (0.052722343546847704),scissor (0.033486917102047584)
 ",deer,deer|deer|deer|deer|deer|deer|elk|elk|moose|moose
1527025,152702,What is a type of horseback sport?," bug bunny
Context: A woman pouring water into a container for a dog.
 Question: What do these animals usually do after drinking a lot?
 Candidates: pee (0.89562896594818),poop (0.1447341413388616),jump (0.0355154838133195)
 ",horse race,polo|polo|polo|polo|race|race|race|race|ride|ride
1603935,160393,What item might be used to warm this item of furniture?," horse race
Context: A wooden cutting board topped with lots of food.
 Question: Do these snacks need to be cooked or can they be prepared raw?
 Candidates: raw (0.9964515616627867),cooked (0.9400013504536193),fresh (0.012430819587095366)
 ",heater,electric blanket|electric blanket|electric blanket|electric blanket|blanker|blanker|cloth dryer|cloth dryer|blanket|blanket
2597615,259761,What fills the balloons?," windsor
Context: The baseball batter is getting ready to swing the bat. 
 Question: What player is ranked highest in this sport?
 Candidates: pitcher (0.8305825780699335),catcher (0.2023111862443583),batter (0.1542993928405939)
 ",helium,helium|helium|helium|helium|helium|helium|helium|helium|helium|helium
3883985,388398,Would this article of furniture typically be for public or private use?," faa
Context: A man walking off the tennis court holding a tennis racket in victory 
 Question: When was this sport invented?
 Candidates: 1873 (0.6180939743369965),1800s (0.19104449707224788),1800's (0.14542149121789769)
 ",public,public|public|public|public|public|public|public|public|public|public
4071465,407146,How many passengers can this plane accomodate?," piano
Context: A group of women standing next to each other on a hard wood floor.
 Question: What is the girl in the middle wearing on her head?
 Candidates: headband (0.9796192402685915),hat (0.45590092622189776),bow (0.007525157667323166)
 ",20,15|15|15|15|10|10|18|18|8|8
