question_id,image_id,question,prediction,prediction_clean,answer_list
5002005,500200,What kind of container are the flowers in?," shark
Context: Italian food sitting on a table at a restaurant.
 Question: What is this type of food called when it reaches 12 inches?
 ",vase,vase|vase|vase|vase|vase|vase|trolley|trolley|pot|pot
3156685,315668,What country does this appear to be?," motorcycle
Context: THERE IS A LEANING STREET SIGN ON THE STREET 
 Question: Why is that street light crooked?
 ",england,scotland|scotland|scotland|scotland|scotland|scotland|usa|usa|england|england
3736625,373662,Which of the foods in the picture is best for you to eat when you have a cold?," ge
Context: A large black bear walking across a lush green field.
 Question: What species of bear is this?
 ",soup,soup|soup|soup|soup|soup|soup|chicken soup|chicken soup|fruit|fruit
4293695,429369,What do teenage pranksters do to this animal?," left
Context: A bright array of vegetables are on a plate.
 Question: What human organ are the orange vegetables shown in the picture good for?
 ",pull tail,tip|tip|tip|tip|tip|tip|tip|tip|tip|tip
4273415,427341,How many watts is that microwave?," university
Context: A woman with a smile on her face is looking at the cake. 
 Question: Where is the biggest comic book version of this picture held annually?
 ",1000,800|800|800|800|120|120|1000|1000|100|100
3938365,393836,What is this type of blanket called?," crew cut
Context: A woman holding two hot dogs while eating one of them.
 Question: What is the medical term for the part of the body that is sticking out of this woman's mouth?
 ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," visibility
Context: A herd of cattle laying on top of a street next to a bunch of small shops.
 Question: What type of animals are in this picture?
 ",brazil,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," queen
Context: a guy in a suit looks madly down a wall
 Question: What corrective device is the man standing up wearing?
 ",olive garden,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," fire lane
Context: person on skate board practicing inside a facility full of ramps
 Question: Who is the best skateboy?
 ",airplane,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," couch
Context: A white cat sitting and watching television show. 
 Question: What is on the tv?
 ",becker vineyards,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," brush hair
Context: a number of small boats in a large body of water
 Question: What type of boats are those?
 ",break,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," greek
Context: A slice of pie on top of a white plate near a fork.
 Question: What types of fats are in a dessert like this?
 ",armani,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," flush
Context: Vintage picture of a baseball bat looking out onto the field
 Question: In which stadium does this scene take place?
 ",walmart,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," boat
Context: A baby is holding a toothbrush and chewing on it. 
 Question: What is the baby doing?
 ",sushi,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," batter
Context: A man is swinging a bat as a man squats to catch the ball while the crowd watches behind them.
 Question: Which african american was famous for this sport?
 ",bluebird,blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," kayak
Context: A city view of the street with city signs 
 Question: What does the sign say?
 ",they are smiling,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," recorder
Context: Women at work making dough product in factory. 
 Question: During what decade was this photo likely taken?
 ",100 mph,80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," happy birthday
Context: a steam locomotive running down the  train track
 Question: What type of train is this?
 ",sombrero,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," desk
Context: Air Force jet with something in tow, flying at altitude along a shore.
 Question: How high do you think this is?
 ",california,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," prey
Context: People are walking and standing on a sidewalk.
 Question: What is he walking on?
 ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," dog
Context: Giraffe outside in the savannah grazing on trees.
 Question: How many vertebrae does this animal have?
 ",construction,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," slow down
Context: a man driving a red moped down a street with a small grill attached to the back of his moped.
 Question: What brand of grill is this?
 ",train platform,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," vacation
Context: A baseball player at bat in a very large field at night.
 Question: What was that club used for?
 ",bokeh,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," spring
Context: A group of bicyclers riding on a narrow road between treed edges.
 Question: How long will the ride be?
 ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," halston
Context: A couple of giraffes stand by a pole in the zoo.  
 Question: What city is pictured in the backdrop?
 ",play,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," espresso
Context: A holder for a cell phone made of yarn.
 Question: What tools are used to make this knitted object?
 ",high school,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," oakley
Context: A person is doing a trick on a skate board.
 Question: Is the skateboarder a professional or amatuer?
 ",carpet,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," erosion
Context: A blue and white airplane that says ""Polar"" at an airport. 
 Question: What is the brand of the plane?
 ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," dunkin donuts
Context: Two adults and a child sit on the beach watching the waves.
 Question: What is the name of the board on the left?
 ",baseball helmet,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," world series
Context: Vintage beige BMW motorcycle on display at a function.
 Question: What candy resembles the man's tie?
 ",ugg,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," meow
Context: A sign warning drivers to slow down because of the presence of children.
 Question: What are vehicles supposed to do?
 ",joss whedon,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," dryer
Context: a laptop sitting on a desk in front of a monitor
 Question: How long does the big white electronic item shown normally last before needing to be replaced?
 ",lunch,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," green light
Context: A group of various different types of fruit.
 Question: What animal is most known for eating the fruit on top?
 ",high end,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," wake
Context: A person on a motorcycle driving on the road.
 Question: Based off of the image is this person moving slow or fast?
 ",michael jackson,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," cold
Context: Bananas, flower, baking soda, vanilla, salt, butter, an egg and a bowl and spoon.
 Question: What could you cook with these ingredients?
 ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," analog
Context: A group of children are standing in line.
 Question: What event is going on?
 ",horn,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," hp
Context: A group of four different colored dogs greeting each other.
 Question: What breed of dogs are these?
 ",jetblue,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," omega 3
Context: A black and white photo of a cat with a remote control.
 Question: What cartoon does that animal remind you of?
 ",1902,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," styrofoam
Context: A horse pulling a carriage next to a  black car.
 Question: What is this horse carrying?
 ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," fence
Context: An airplane on the runway with steps near it,
 Question: What type of metal is this aircraft plated with?
 ",jack skellington,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," washington dc
Context: A woman and a man standing inside of a kitchen eating food.
 Question: What vegetable does it take to make what she holding?
 ",orange,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," columbus
Context: Twelve plastic containers with food containing fruits and vegetables. 
 Question: Which item is associated with ireland?
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," hat
Context: A person is getting soaked while riding the waves.
 Question: What animal normally attack persons doing these activities?
 ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," playstation
Context: a number of people with skis on a snowy surface
 Question: What are the risks with being outdoors in cold weather during the winter?
 ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," biker
Context: BOWL OF PORK AND BEANS AND CUP IN FRONT OF A TOASTER
 Question: What was the machine beside the bowl used for?
 ",freeze,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," text
Context: a couple of people that are sitting on top of a horse
 Question: What type of athletes are these?
 ",18 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," crust
Context: A little boy in a inter tube at a water park.
 Question: What activity is the child taking part in?
 ",tabby,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
1050405,105040,Is this fruit or veggies?," tide
Context: A man in a store full of colorful designs on fabric. 
 Question: What material are these toys produced out of?
 ",veggie,veggies|veggies|veggies|veggies|vegetable|vegetable|veeggies|veeggies|veggie|veggie
5379826,537982,Why so many green vegetables?," passenger
Context: A metal bowl filled with oranges and tomatoes.
 Question: What nutrient is received from the orange fruit depicted?
 ",they are healthy,healthy|healthy|healthy|healthy|make salad|make salad|lot of vegetable are green|lot of vegetable are green|salad|salad
2352215,235221,What unpleasant emotional state does this weather phenomenon often cause?," potato
Context: A man and a woman walking down a street in front of a store.
 Question: What is the name of the store?
 ",anxiety,depression|depression|depression|depression|shock|shock|fright|fright|fear|fear
4854245,485424,What kind of oven is on the table?," attach to surfer
Context: A city intersection at a red light with businesses along each side of the road.
 Question: What is the use of that light?
 ",microwave,toaster|toaster|toaster|toaster|toaster|toaster|toaster oven|toaster oven|ge|ge
2864225,286422,How do people use this?," sweet
Context: A recover truck pulls past a bus at a complicated intersection.
 Question: What is the purpose of the white vehicle shown?
 ",for fun,sail|sail|sail|sail|sail|sail|sail|sail|to sail|to sail
5192715,519271,What small cloth is used to wipe the face or eating this meal?," turf
Context: three people on horseback and some bushes and trees
 Question: What is the name of a person who rides these animals in races?
 ",napkin,napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin
1449855,144985,What is this truck moving?," share
Context: A sandwich and cucumbers sit on a plate.
 Question: What type of meat is in this meal?
 ",recycle,furniture|furniture|furniture|furniture|furniture|furniture|good|good|cargo|cargo
5605665,560566,Which phase is that moon in?," jean
Context: A person ride their horse in a grassy field. 
 Question: What is the name of the sport she is doing?
 ",full moon,half|half|half|half|half|half|half moon|half moon|half moon|half moon
3430685,343068,What kind of animal is clearly displayed on the cover of this bed?," thanksgiving
Context: a kitchen with a sink trashcan refrigerator and a heater
 Question: Where could i chill things in this picture?
 ",deer,deer|deer|deer|deer|deer|deer|elk|elk|moose|moose
1527025,152702,What is a type of horseback sport?," columbia
Context: A white plate with a bowl of soup and a sandwich that is cut in half.
 Question: What is used to eat the food in the bowl?
 ",horse racing,polo|polo|polo|polo|race|race|race|race|ride|ride
1603935,160393,What item might be used to warm this item of furniture?," crane
Context: A banana, cream and cereals on a tray
 Question: The grains shown in the picture is good for which part of the body?
 ",heater,electric blanket|electric blanket|electric blanket|electric blanket|blanker|blanker|cloth dryer|cloth dryer|blanket|blanket
2597615,259761,What fills the balloons?," street
Context: A black and white picture of two elephants standing beside one another.
 Question: What color is the elephant?
 ",helium,helium|helium|helium|helium|helium|helium|helium|helium|helium|helium
3883985,388398,Would this article of furniture typically be for public or private use?," tv
Context: a man is fishing in a large stream
 Question: What is the tool called the person in the image is using?
 ",public,public|public|public|public|public|public|public|public|public|public
4071465,407146,How many passengers can this plane accomodate?," boot
Context: A cracked mug sits in a microwave. 
 Question: The device that the mug is in emits what kind of waves?
 ",12,15|15|15|15|10|10|18|18|8|8
5525735,552573,What knocked the guy off his chair?," bedroom
Context: A man is opening an Apple computing device.
 Question: What is the purpose of the item in the box?
 ",water,wave|wave|wave|wave|wave|wave|water|water|water|water
1000065,100006,What is the purpose of the logos on this truck?," 50
Context: a cat sitting in a chair on the ground 
 Question: What style of chair is the cat laying in?
 ",advertisement,identification|identification|identification|identification|advertising|advertising|advertising|advertising|sponsorship|sponsorship
5685555,568555,What is the purpose of these objects?," garden
Context: A picture of a busy city street with a semi and postal truck in it.
 Question: Why has the white truck stopped at this building?
 ",decoration,art|art|art|art|memorial|memorial|decoration|decoration|grave|grave
2873285,287328,What happens here?," feline
Context: Serve yourself lunch counter full of juice, milk and coffee drinks, sandwiches and dessert squares. 
 Question: Where is this store?
 ",sleep,sleep|sleep|sleep|sleep|sleep|sleep|sleep|sleep|rest|rest
5649115,564911,What company is this plane flying for?," garbage
Context: Some colorful kites fly on the beach  during a sunny day,
 Question: What are the colorful items in the sky?
 ",oneworld,oneworld|oneworld|oneworld|oneworld|1 world|1 world|1 world|1 world|not sure|not sure
4471175,447117,Name the type of curtains shown in this picture?," broken
Context: A white bird with black wing tips in the sand. 
 Question: What food does the animal eat?
 ",valance,drape|drape|drape|drape|rod pocket curtain|rod pocket curtain|big|big|lace|lace
3294555,329455,What animal does the meat on the pizza come from?," privacy
Context: A person holding a hot dog in a carton near a table with condiments on it.
 Question: What vegetable is the green condiment made from?
 ",cow,pig|pig|pig|pig|pig|pig|pig|pig|pig|pig
1365725,136572,How do you turn this on?," octagon
Context: Llamas in a holding pen with on lookers watching them.
 Question: What type of animal is this?
 ",key,key|key|key|key|key|key|ignition|ignition|with key|with key
5775245,577524,How tall is this animal usually?," ski
Context: A man hikes up a snowy mountain carrying skis on his back.
 Question: What purpose do these poles serve?
 ",18 feet,20 feet|20 feet|20 feet|20 feet|12 ft|12 ft|15 feet|15 feet|13ft|13ft
2707535,270753,How much tomato sauce is in this dish?," downtown
Context: Man standing preparing to serve during a play.
 Question: Who is considered one of the best players of this sport ever?
 ",1 cup,2 cups|2 cups|2 cups|2 cups|half cup|half cup|1 4 cup|1 4 cup|2 cans|2 cans
2231575,223157,What brand of blue jeans is the skateboarder wearing?," maple leaf
Context: A couple of large elephants walking around a circus.
 Question: What kind of event is this animal participating in?
 ",levi,levis|levis|van|van|levi|levi|american|american|wrangler|wrangler
3087645,308764,Is this bird diurnal or nocturnal?," banana
Context: Two seagulls flying together over algae covered water.
 Question: What is the wingspan of this bird?
 ",nocturnal,nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal
2940305,294030,What is the white cloud behind the jet called?," light
Context: FedEx trucks parked on the side of the street while cars wait in traffic.
 Question: What type of truck is this?
 ",contrail,contrail|contrail|contrail|contrail|cloud|cloud|contrail|contrail|supersonic wave|supersonic wave
2741565,274156,How heavy is this object?," night
Context: The cat is laying down on the wooden bench in the sun. 
 Question: How often does this animal participate in this activity daily?
 ",200 pounds,100 lbs|100 lbs|100 lbs|100 lbs|very heavy|very heavy|20 pounds|20 pounds|500 lbs|500 lbs
5522215,552221,What restaraunt is this at?," nike
Context: A dog sitting on the floor in a room with an open door and a file cabinet.
 Question: What breed is this dog?
 ",pizza hut,pizzaria|pizzaria|pizzaria|pizzaria|pizzeria|pizzeria|pizza place|pizza place|italian|italian
4684875,468487,What breed of dog is this?," throw
Context: Various black and white vases and containers on a table
 Question: What are those paintings of?
 ",chihuahua,chihuahua|chihuahua|chihuahua|chihuahua|mutt|mutt|hound|hound|pharoah|pharoah
5156125,515612,What musical instrument is this man playing?," train station
Context: boats doing down a river in a line 
 Question: What is the name of this type of watercraft?
 ",keyboard,piano|piano|piano|piano|piano|piano|keyboard piano|keyboard piano|keyboard|keyboard
2085245,208524,Does this type of train transport people or cargo?," serve
Context: A close up of an elephant standing behind a cement wall.
 Question: What item in the picture is purported to have a great memory?
 ",cargo,cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo
1970975,197097,What kind of dog is this?," cockpit
Context: A man eating a Nathans chili cheese dog in front of  an ATM.
 Question: How many of this food item is sold every year?
 ",lab,lab|lab|lab|lab|dachsund|dachsund|cockerspaniel|cockerspaniel|retriever|retriever
2365425,236542,What is the name of this dish?," tile
Context: two dogs and a cat la down on a bed together 
 Question: How would you groom these animals?
 ",pancake,pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake
1041195,104119,On what holiday do people traditionally eat this bird?," peru
Context: a women that has a bird in her lap
 Question: What type of bird is she holding?
 ",thanksgiving,thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving
2264595,226459,What do these animals generally eat?," stand
Context: A pot full of grease and fried doughnuts in the pot
 Question: What kind of oil are doughnuts traditionally fried in?
 ",snake eat mouse and banana eat,mice|mice|mice|mice|insect|insect|eat leaf|eat leaf|bug|bug
2749575,274957,What could a person use this for?," shade
Context: A big meat filled sandwich with drink and side of pickles on tray.
 Question: What is the type of sandwich shown in the picture?
 ",navigation,direct|direct|direct|direct|identify their location|identify their location|to tell direct|to tell direct|direction|direction
1341195,134119,What is a group of these animals called?," fry
Context: The train is white and red with yellow lines in it
 Question: Name the place shown in this picture where the train is crossing?
 ",herd,herd|herd|herd|herd|herd|herd|tower|tower|tower|tower
1708525,170852,What toe related phrase is most commonly associated with this sport?," bird
Context: a man doing a skate trick as another person records it 
 Question: What causes the black areas on the side of the house?
 ",big toe,hang 10|hang 10|hang 10|hang 10|shoot curl|shoot curl|toe drag|toe drag|web foot|web foot
1667045,166704,What is the type of blade being used in this photo?," hot air
Context: A street scene shows people with two dogs. 
 Question: What breed of dog is this?
 ",knife,serrated|serrated|serrated|serrated|bread blade|bread blade|microplane|microplane|carve knife|carve knife
4100045,410004,Where are fruits like this best found?," vulture
Context: Three white ducks waddle through a parking lot in the sun
 Question: What type of bird is this?
 ",in the tropics,south america|south america|south america|south america|tropic|tropic|jungle|jungle|south|south
639735,63973,How long does this animal usually live?," china
Context: A side mirror of a vehicle showing a street sign.
 Question: What does the sign in the reflection say?
 ",10 years,10 years|10 years|10 years|10 years|10 years|10 years|20 years|20 years|20 years|20 years
979885,97988,People that pledge to give per mile monies for those participating in these types of events are called what?," timberland
Context: A man riding a wave on top of a surfboard.
 Question: What kind of surfboard is this man using?
 ",runner,sponsor|sponsor|sponsor|sponsor|volunteer|volunteer|donators|donators|charity mile|charity mile
4959965,495996,What retractable appendage could this animal use to destroy the chair?," 52
Context: A group of people walking across a large sidewalk.
 Question: Is this tokyo or time square?
 ",claw,claw|claw|claw|claw|claw|claw|claw|claw|box cutter|box cutter
2980515,298051,What event is this?," kenmore
Context: A young man riding a motorcycle in the water on the beach.
 Question: Is the motorcycle dry or wet?
 ",concert,concert|concert|concert|concert|concert|concert|concert|concert|british heart foundation|british heart foundation
2921885,292188,What other item is this company famous for manufacturing?," farm
Context: A young girl playing with a toy set of kitchen appliances.
 Question: How do you know this isn't a professional chef?
 ",lawnmower,tractor|tractor|tractor|tractor|tractor|tractor|truck|truck|vehicle|vehicle
5735275,573527,What is the arrow indicating?," retired
Context: A white plate with a frosted chocolate cake and three oranges.
 Question: What flavor is the icing?
 ",one way,1 way|1 way|1 way|1 way|oneway|oneway|turn left|turn left|direction|direction
5461715,546171,Why would animals do this?," leather
Context: A group of zebras in a big grassy field.
 Question: What are these animals called that are black and white stripes?
 ",drink water,mate|mate|procreate|procreate|reproduce|reproduce|play|play|mate|mate
3989925,398992,What area of a school might this be?," 2000
Context: There is a pepperoni pizza inside of a blue pan.
 Question: What cuisine is this?
 ",library,library|library|library|library|library|library|library|library|library|library
3159865,315986,For how long should the man in this picture continue to brush his teeth?," wash
Context: Shirtless man skate boarding along a city street
 Question: What kind of transportation is this man using?
 ",2 minutes,5 minutes|5 minutes|5 minutes|5 minutes|2 minutes|2 minutes|30 seconds|30 seconds|year|year
