question_id,image_id,question,prediction,prediction_clean,answer_list
3190735,319073,What is the person in the photo wearing?," elephant like peanut
Context: A large jetliner that looks like a Beluga whale.
 Question: What is the model of this plane?
 ",wetsuit,wetsuit|wetsuit|wetsuit|wetsuit|suit|suit|wet suit|wet suit|trunk|trunk
5144685,514468,What is the name of the board he is on?," cloth
Context: an old time picture of men and work horses
 Question: What century is this?
 ",surfboard,surf board|surf board|surf board|surf board|surfboard|surfboard|surfboard|surfboard|surf|surf
4371265,437126,Name the material used to make this car seat shown in this picture?," skateboard
Context: A wooden table holding tools and an opened cellphone.
 Question: What tools are needed for this operation?
 ",leather,cloth|cloth|cloth|cloth|nylon|nylon|polyester|polyester|leather|leather
5182875,518287,What part of the face is the toothbrush in?," seattle
Context: A peacock is shown in the woods, in high grass.
 Question: What type of brightly colored bird is this?
 ",mouth,mouth|mouth|mouth|mouth|mouth|mouth|mouth|mouth|happy|happy
3804595,380459,What flavor is this pastry?," walk
Context: A modern kitchen with a red refrigerator and black counter
 Question: What type of electrical lighting is in this kitchen?
 ",cheese,blueberry|blueberry|blueberry|blueberry|cream cheese|cream cheese|chocolate|chocolate|strawberry|strawberry
5002005,500200,What kind of container are the flowers in?," equal right
Context: A paper plate that has a sandwich, bread, and vegetables on it.
 Question: Is this a meal or snack?
 ",vase,vase|vase|vase|vase|vase|vase|trolley|trolley|pot|pot
3156685,315668,What country does this appear to be?," laundry
Context: A sheep that is standing by a wall made of rocks.
 Question: What is this ram doing?
 ",england,scotland|scotland|scotland|scotland|scotland|scotland|usa|usa|england|england
3736625,373662,Which of the foods in the picture is best for you to eat when you have a cold?," nuzzle
Context: a fancy hotel lobby has flowers and shops
 Question: What type of flower is in the arrangement?
 ",soup,soup|soup|soup|soup|soup|soup|chicken soup|chicken soup|fruit|fruit
4293695,429369,What do teenage pranksters do to this animal?," skirt
Context: People walk and ride their bikes as dusk approaches in this Asian city. 
 Question: What region of the world is this located?
 ",pull tail,tip|tip|tip|tip|tip|tip|tip|tip|tip|tip
4273415,427341,How many watts is that microwave?," ski
Context: a double deckered bus on a city street next to a bus stop
 Question: What is it called where people wait for buses?
 ",1000,800|800|800|800|120|120|1000|1000|100|100
3938365,393836,What is this type of blanket called?," safety
Context: A large bus with Coco Cola advertisements painted all over it.
 Question: Is this coca cola bus or pepsi?
 ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," lake
Context: A pair of hourses drawing a horse carriage in front of a country store.
 Question: What breed of horse is shown?
 ",brazil,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," crib
Context: several horses are out in a corral with some hay
 Question: What plants were grown to create this hay mixture?
 ",olive garden,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," umbrella
Context: A fuzzy brown dog is happy for a car ride.
 Question: What food do these animals eat?
 ",airplane,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," round
Context: A person playing Frisbee near the water just before dark.
 Question: What time of day is it?
 ",becker vineyards,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," 50 years
Context: A person standing on surfboard in the water holding a paddle.
 Question: What is the man on?
 ",break,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," island
Context: A rooftop restaurant and bar seating area with parasols.
 Question: What is the green item in the white item on the ground?
 ",armani,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," play
Context: Old time sepia photograph of boy on a horse.
 Question: What is the name of the color tone of this photograph?
 ",walmart,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," hard flip
Context: A large hotel room with two full beds. 
 Question: What type of traveler would this room be suitable for?
 ",sushi,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," head
Context: A couple of trucks parked next to each other in a parking lot.
 Question: What kind of company's do these trucks work for?
 ",blue bird,blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," jet fuel
Context: there are many people sitting at a table together 
 Question: Based off of the picture who's birthday are they celebrating?
 ",they are smiling,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," gap
Context: Dark train on tracks in old photograph in daytime.
 Question: Who is driving the train?
 ",100 mph,80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," dumbo
Context: Several people on horses trot along the sand of a beach.
 Question: What activity are they participating in?
 ",sombrero,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," butt
Context: A plate of pasta shells and vegetables covered in cheese.
 Question: What type of pasta is represented?
 ",california,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," decoration
Context: A crowd of people holding up glow in the dark umbrellas.
 Question: What is happening behind the umbrella's?
 ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," saddle
Context: A large sandwich on a plate with pickles
 Question: What is the largest us restaurant chain that sells this item?
 ",transport,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," clock tower
Context: A table full of baskets of food and beer.
 Question: What are top beers in the us?
 ",train track,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," catcher
Context: a couple of people are standing out the beach
 Question: What sort of building is on the horizon?
 ",bokeh,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," neoprene
Context: A four post bed with a trunk at the bottom
 Question: What era is the decor from?
 ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," middle
Context: A girl with a scarf uses her laptop on the couch.  
 Question: What are those posters of?
 ",throw,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," grill
Context: Horse and rider jumping over logs with ropes attached.
 Question: What sport is this?
 ",high school,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," captivity
Context: Meat with sauce and vegetables displayed on white plate.
 Question: How is the the meat in this dish prepared?
 ",carpet,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," biplane
Context: A cell phone sitting on top of a table next to a charger.
 Question: What is the battery life on this nokia phone?
 ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," leaf
Context: An individual is separated from other individuals in the picture and doing something there.

 Question: What move is being done by the skateboarder?
 ",baseball helmet,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," jelly
Context: Large ship sitting out of here with a small near it. 
 Question: What do you think their job is?
 ",converse,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," fog
Context: A group of people sitting at a table.
 Question: Which wearable item shown here is associated with ball games?
 ",joss whedon,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," surfboard
Context: Two birds standing outside a window on a snowy day.
 Question: What do birds do in the winter?
 ",lunch,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," bedroom
Context: A vase full of tulips in front of a window with the blinds pulled.
 Question: What kind of flowers are these?
 ",high end,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," stormy
Context: Personal computer with a laptop computer sitting on a large desk.
 Question: Which brand of computer is this?
 ",michael jackson,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," news
Context: There is a television in a living room on a wall.
 Question: What brand is the game console?
 ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," apartment
Context: A kitchen area with a microwave, a refrigerator, a sink and a tile floor.
 Question: What kind of flooring is in this kitchen?
 ",horn,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," vespa
Context: Two baseball players playing baseball on a baseball field.
 Question: Does the player steal 2nd or stay?
 ",jetblue,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," onion
Context: female surfer on her board catching a wave
 Question: What type of suit is this woman wearing?
 ",1955,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," manderines
Context: Snowboarder in middair performing a stunt on a half-pipe at night.
 Question: What athlete won the first olympic gold medal in this sport?
 ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," cloudy
Context: A green apple sitting between two bunches of bananas.
 Question: What type of fruit is this?
 ",jack,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," football
Context: Semi trucks drive on a highway in the snow.
 Question: What kind of weather is this?
 ",orange,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," bark
Context: a dog that is rolling down a skateboard
 Question: What breed of dog is on the skateboard?
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," supply
Context: A blue bus is parked on a street in front of a mountain side.
 Question: Is the bus for tourists or public transportation?
 ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," garbage can
Context: A man using a smart phone while holding a yellow sign.
 Question: Does this image depict political or apolitical speech?
 ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," van gogh
Context: A large clock next to robotic human figures.
 Question: What type of numbers are on that clock?
 ",freeze,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," play game
Context: Two motorcycles sit parked on a country road.
 Question: What movie focuses around two of these vehicles?
 ",18 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," slow down
Context: A paper plate that has a sandwich, bread, and vegetables on it.
 Question: Is this a meal or snack?
 ",tabby,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
1050405,105040,Is this fruit or veggies?," twin
Context: A MAN IS SMILING WHILE HOLDING UP A DOZEN DONUTS
 Question: What is the name of the son of the cartoon character on the box?
 ",veggie,veggies|veggies|veggies|veggies|vegetable|vegetable|veeggies|veeggies|veggie|veggie
5379826,537982,Why so many green vegetables?," gold
Context: A pair of glasses and a cell phone next to a laptop.
 Question: What model of phone is this?
 ",they are healthy,healthy|healthy|healthy|healthy|make salad|make salad|lot of vegetable are green|lot of vegetable are green|salad|salad
2352215,235221,What unpleasant emotional state does this weather phenomenon often cause?," paddockhurst road
Context: Two people taking a selfie by a lake with some buildings to the side. 
 Question: What type of camera was used to take this picture?
 ",anxiety,depression|depression|depression|depression|shock|shock|fright|fright|fear|fear
4854245,485424,What kind of oven is on the table?," zoo
Context: A black and white photo of passengers boarding a dual prop plane.
 Question: What plane is that?
 ",microwave,toaster|toaster|toaster|toaster|toaster|toaster|toaster oven|toaster oven|ge|ge
2864225,286422,How do people use this?," bleach
Context: A cat by a window with a small bird outside.
 Question: What type of flower is next to the bird?
 ",sail,sail|sail|sail|sail|sail|sail|sail|sail|to sail|to sail
5192715,519271,What small cloth is used to wipe the face or eating this meal?," passenger
Context: A table has an orange table cloth on it
 Question: Which room is this?
 ",napkin,napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin
1449855,144985,What is this truck moving?," blanket
Context: Two boys holding video game remotes in a library.
 Question: What electrical item is in front of the children on the table?
 ",recycle,furniture|furniture|furniture|furniture|furniture|furniture|good|good|cargo|cargo
5605665,560566,Which phase is that moon in?," barge
Context: A giraffe lowers its long neck to inspect something on the ground.
 Question: What do the objects in the foreground consist of?
 ",full,half|half|half|half|half|half|half moon|half moon|half moon|half moon
3430685,343068,What kind of animal is clearly displayed on the cover of this bed?," collect trash
Context: A laptop sits open, the screen showing a panel of people.
 Question: Which program is being watched on the laptop?
 ",deer,deer|deer|deer|deer|deer|deer|elk|elk|moose|moose
1527025,152702,What is a type of horseback sport?," grandview dr
Context: A young man and woman who just got married
 Question: What emotion are the people in the photo experiencing towards each other?
 ",horse racing,polo|polo|polo|polo|race|race|race|race|ride|ride
1603935,160393,What item might be used to warm this item of furniture?," skype
Context: A well lit kitchen is shown with trinkets here and there.
 Question: What rooms are pictured here?
 ",heater,electric blanket|electric blanket|electric blanket|electric blanket|blanker|blanker|cloth dryer|cloth dryer|blanket|blanket
2597615,259761,What fills the balloons?," bridle
Context: The teddy bear is in front of the swimming pool.
 Question: What kind of bear is this?
 ",helium,helium|helium|helium|helium|helium|helium|helium|helium|helium|helium
3883985,388398,Would this article of furniture typically be for public or private use?," sonnanstine
Context: A man and woman are holding a large cake.
 Question: What are these people celebrating?
 ",public,public|public|public|public|public|public|public|public|public|public
4071465,407146,How many passengers can this plane accomodate?," engine
Context: A bunch of people fly kites on the beach
 Question: What fun event are they doing on this windy day?
 ",19,15|15|15|15|10|10|18|18|8|8
5525735,552573,What knocked the guy off his chair?," copper
Context: a close up of a plate of food with rice and beans with broccoli
 Question: What is the brown stuff atop the broccoli?
 ",water,wave|wave|wave|wave|wave|wave|water|water|water|water
1000065,100006,What is the purpose of the logos on this truck?," swim trunk
Context: A group of people standing around a counter having glasses of wine.
 Question: What is someone who specializes in this type of tasting called?
 ",advertisement,identification|identification|identification|identification|advertising|advertising|advertising|advertising|sponsorship|sponsorship
5685555,568555,What is the purpose of these objects?," bird
Context: A female tennis player holding a tennis racket.
 Question: What shape is on the women hat?
 ",decoration,art|art|art|art|memorial|memorial|decoration|decoration|grave|grave
2873285,287328,What happens here?," to ride
Context: a male in a black shirt and a blue frisbee
 Question: What kind of glasses is the man in the photo wearing?
 ",sleep,sleep|sleep|sleep|sleep|sleep|sleep|sleep|sleep|rest|rest
5649115,564911,What company is this plane flying for?," drown
Context: Two motorcycles sit parked on a country road.
 Question: What movie focuses around two of these vehicles?
 ",oneworld,oneworld|oneworld|oneworld|oneworld|1 world|1 world|1 world|1 world|not sure|not sure
4471175,447117,Name the type of curtains shown in this picture?," sheet
Context: A woman in an old-fashioned kitchen with pots and pans.
 Question: What century is this?
 ",valance,drape|drape|drape|drape|rod pocket curtain|rod pocket curtain|big|big|lace|lace
3294555,329455,What animal does the meat on the pizza come from?," close door
Context: a plate with some meat and a woman with a fork
 Question: How long will it take to finish this meal?
 ",cow,pig|pig|pig|pig|pig|pig|pig|pig|pig|pig
1365725,136572,How do you turn this on?," flat screen
Context: A plate with waffle fries and a pulled pork sandwich on it.
 Question: What kind of fries are shown?
 ",key,key|key|key|key|key|key|ignition|ignition|with key|with key
5775245,577524,How tall is this animal usually?," cardinal
Context: Illustration of five brown and purple vases holding wiry branches.
 Question: How many plants are there?
 ",18 feet,20 feet|20 feet|20 feet|20 feet|12 ft|12 ft|15 feet|15 feet|13ft|13ft
2707535,270753,How much tomato sauce is in this dish?," brick and mortar
Context: A mesh bag of apples marked ""Farm Fresh Apples"" sits in grass
 Question: What kind of bag that's holding these apples called?
 ",1 cup,2 cups|2 cups|2 cups|2 cups|half cup|half cup|1 4 cup|1 4 cup|2 cans|2 cans
2231575,223157,What brand of blue jeans is the skateboarder wearing?," queen
Context: A large display of bunches of bananas 
 Question: What genus of bananas are in the picture?
 ",levi,levis|levis|van|van|levi|levi|american|american|wrangler|wrangler
3087645,308764,Is this bird diurnal or nocturnal?," asia and africa
Context: A person jumping on a skateboard over something.
 Question: What's he jumping?
 ",nocturnal,nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal
2940305,294030,What is the white cloud behind the jet called?," jesus
Context: We are looking up a a tall clock tower.
 Question: What is the object at the very top of this building called?
 ",cirrus,contrail|contrail|contrail|contrail|cloud|cloud|contrail|contrail|supersonic wave|supersonic wave
2741565,274156,How heavy is this object?," pickle
Context: A young woman looking at a game next to a computer
 Question: What room is this?
 ",100 pounds,100 lbs|100 lbs|100 lbs|100 lbs|very heavy|very heavy|20 pounds|20 pounds|500 lbs|500 lbs
5522215,552221,What restaraunt is this at?," corolla
Context: A white passenger jet landing on an airport runway.
 Question: What is a person called who operates this vehicle?
 ",pizza hut,pizzaria|pizzaria|pizzaria|pizzaria|pizzeria|pizzeria|pizza place|pizza place|italian|italian
4684875,468487,What breed of dog is this?," vegetarian
Context: A woman and a man that is holding up two ties.
 Question: What fabrics are made these ties?
 ",chihuahua,chihuahua|chihuahua|chihuahua|chihuahua|mutt|mutt|hound|hound|pharoah|pharoah
5156125,515612,What musical instrument is this man playing?," wheat
Context: A fruit stand with several oranges, peaches, grapes other fruits.
 Question: What food is in the foreground?
 ",keyboard,piano|piano|piano|piano|piano|piano|keyboard piano|keyboard piano|keyboard|keyboard
2085245,208524,Does this type of train transport people or cargo?," nylon
Context: Little boy in boat with two halves of a banana in mouth.
 Question: What type of teeth is this child missing?
 ",cargo,cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo
1970975,197097,What kind of dog is this?," meow
Context: A young toddler is eating a banana. 
 Question: How old is the child in this photograph?
 ",lab,lab|lab|lab|lab|dachsund|dachsund|cockerspaniel|cockerspaniel|retriever|retriever
2365425,236542,What is the name of this dish?," national anthem
Context: The road has cars heading south towards various places. 
 Question: What is the speed limit on this road?
 ",pancake,pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake
1041195,104119,On what holiday do people traditionally eat this bird?," 7
Context: Electronics laid out on a disorganized desk. 
 Question: What year was the computer monitor on the desk made?
 ",thanksgiving,thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving
2264595,226459,What do these animals generally eat?," metal
Context: A bouquet of fresh cut flowers in a beaker on a desk table
 Question: From what outdoor area of a house would you gather these?
 ",snake eat mouse and banana eat,mice|mice|mice|mice|insect|insect|eat leaf|eat leaf|bug|bug
2749575,274957,What could a person use this for?," barry bond
Context: Two vases filled with flowers on a  mantle
 Question: What kind of flowers are these?
 ",to find location,direct|direct|direct|direct|identify their location|identify their location|to tell direct|to tell direct|direction|direction
1341195,134119,What is a group of these animals called?," hell kitchen
Context: a couple of sheep stand in a grass land 
 Question: How do you remove this animal's hair?
 ",herd,herd|herd|herd|herd|herd|herd|tower|tower|tower|tower
1708525,170852,What toe related phrase is most commonly associated with this sport?," terrorism
Context: a bunch of different foods are on a table
 Question: What is in the cereal dish?
 ",big toe,hang 10|hang 10|hang 10|hang 10|shoot curl|shoot curl|toe drag|toe drag|web foot|web foot
1667045,166704,What is the type of blade being used in this photo?," shop
Context: A group of girls playing soccer on a field.
 Question: What is the purpose of the net in the picture?
 ",knife,serrated|serrated|serrated|serrated|bread blade|bread blade|microplane|microplane|carve knife|carve knife
4100045,410004,Where are fruits like this best found?," volleyball
Context: Sheep with lambs in barn area with hay.
 Question: What are this baby animals called?
 ",in the tropics,south america|south america|south america|south america|tropic|tropic|jungle|jungle|south|south
639735,63973,How long does this animal usually live?," samsung
Context: A pile of folding chairs is beside a backpack.
 Question: Why would they need those?
 ",10 years,10 years|10 years|10 years|10 years|10 years|10 years|20 years|20 years|20 years|20 years
979885,97988,People that pledge to give per mile monies for those participating in these types of events are called what?," train bridge
Context: A look at a black and yellow A4Tech computer mouse.
 Question: What hardware is this?
 ",runner,sponsor|sponsor|sponsor|sponsor|volunteer|volunteer|donators|donators|charity mile|charity mile
4959965,495996,What retractable appendage could this animal use to destroy the chair?," rock
Context: A man hitting a tennis ball with a tennis racquet.
 Question: Why is this man standing behind the player?
 ",claw,claw|claw|claw|claw|claw|claw|claw|claw|box cutter|box cutter
2980515,298051,What event is this?," mullet
Context: A motorcycle procession on a street lined with flowering trees.
 Question: What product does the company in the back make?
 ",concert,concert|concert|concert|concert|concert|concert|concert|concert|british heart foundation|british heart foundation
2921885,292188,What other item is this company famous for manufacturing?," petsmart
Context: A doll is sitting next to a toy bathroom.
 Question: Who gets this bathroom toyset?
 ",lawnmower,tractor|tractor|tractor|tractor|tractor|tractor|truck|truck|vehicle|vehicle
5735275,573527,What is the arrow indicating?," 4
Context: Some meat in a dish and a bowl of carrots.
 Question: From which culture does the food pictured originate?
 ",one way,1 way|1 way|1 way|1 way|oneway|oneway|turn left|turn left|direction|direction
5461715,546171,Why would animals do this?," tree
Context: A professional tennis player hitting a ball in a game.
 Question: What sport is being played?
 ",drink,mate|mate|procreate|procreate|reproduce|reproduce|play|play|mate|mate
3989925,398992,What area of a school might this be?," cargo
Context: A shopping car going down a sidewalk next to a street.
 Question: What can this object be used for?
 ",library,library|library|library|library|library|library|library|library|library|library
3159865,315986,For how long should the man in this picture continue to brush his teeth?," australia
Context: A helicopter painted yellow and black sits out on the grass.
 Question: What type of aircraft has rotors on top?
 ",2 minutes,5 minutes|5 minutes|5 minutes|5 minutes|2 minutes|2 minutes|30 seconds|30 seconds|year|year
418675,41867,What kind of bird is this?," surf
Context: A white horse looking through a wooden fence. 
 Question: Is this a horse or pony?
 ",starling,myna|myna|myna|myna|cardinal|cardinal|yellowcheek|yellowcheek|brown|brown
