question_id,image_id,question,prediction,prediction_clean,answer_list
3938365,393836,What is this type of blanket called?," quilt
Context: a black dog is laying on a bed
 Question: What do you call the wall covering abve this bed?
 Candidates: quilt (0.9885261852438056),blanket (0.02459873678959739),sew (0.012950896885798292),comforter (0.005996272945801093),sunlight (0.0024340508492806047)
 ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," united state
Context: Various types of apples and other fruits at a market
 Question: What country is the largest exporter of this fruit?
 Candidates: united state (0.5686250156459708),us (0.3613455684708519),america (0.23332336223749078),usa (0.14517273783487677),south africa (0.04760414848767571)
 ",america,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," cafe
Context: A large sandwich on a plate with pickles
 Question: What is the largest us restaurant chain that sells this item?
 Candidates: subway (0.9675304443011158),hotdog (0.04878899887791757),diner (0.0385206730779375),mcdonalds (0.029401650202888076),fastfood (0.02343282767898348)
 ",hotdog,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," train
Context: There are some red vehicles by each other.
 Question: What kind of vehicles are this photo?
 Candidates: bus (0.9671942635566239),train car (0.788955744898147),semi (0.37542086347300724),train (0.06281803270073405),boat (0.04996094574240824)
 ",bus,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," white wine
Context: A man standing next to a woman holding a wine glass.
 Question: What type of wine is in the two glasses?
 Candidates: red (0.9863665700671261),rose (0.014464789123648654),white (0.007729373474060111),grape (0.0014159313459568622),gala (0.0006840497562205238)
 ",columbia,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," break
Context: Windshield with rock chip on roadway on partly cloudy day.
 Question: What happens when a pebble hits your windshield on the freeway?
 Candidates: crash (0.12288486097411996),crack (0.07298251219696336),break (0.06258398047927731),brake (0.03404772474343887),home run (0.022946891938165473)
 ",break,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," suit
Context: A man in suit smokes a cigarette outdoors.
 Question: What kind of outfit does the man have on?
 Candidates: suit (0.9988523820025185),business (0.027750513536959735),dress (0.007130777478599181),wet suit (0.0020467717077770667),tuxedo (0.0013116540751046616)
 ",suit,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," amazon
Context: A brown and white dog sitting in a purple and white strip lawn chair.
 Question: Where can i buy that chair?
 Candidates: walmart (0.9399535840541443),store (0.6093604772946288),target (0.4903294882214101),ikea (0.36980765265662324),online (0.31215027398745304)
 ",walmart,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," sushi
Context: A sushi food truck with hungry patrons waiting in line
 Question: What kind of truck is that and what is in the truck?
 Candidates: sushi (0.9710433664130144),ice cream (0.9668873155895253),food (0.7866527764705638),taco (0.017914332799208968),food truck (0.008512735676694541)
 ",sushi,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," cyanocitta cristata
Context: A bird is perched on a sill, looking in a window.
 Question: What kind of bird is this?
 Candidates: blue jay (0.979771319851928),parakeet (0.58008046714923),pigeon (0.4526642679493079),finch (0.1279455955502223),sparrow (0.0893752264489319)
 ",bluebird,blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," camera
Context: A woman taking funny pictures with a keyboard.
 Question: What emotions are expressed by the girl?
 Candidates: happiness (0.8946355707323497),joy (0.20093424761065007),happy (0.03589018981304084),smile (0.018626516639378345),hello (0.013526701028957259)
 ",sit,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," 80 mph
Context: A train pulling into a station driving under a bridge.
 Question: How fast is the vehicle pictured capable of reaching?
 Candidates: 200 mph (0.5375586023438306),100 mph (0.5149777411004681),80 mph (0.3551840970117456),120 mph (0.29050838011422664),300 mph (0.1569597859555371)
 ",200 mph,80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," cowboy
Context: A baby boy standing in a room holding a baby doll.
 Question: Which group of people in history wore that type of hat?
 Candidates: cowboy (0.9993735252456507),farmer (0.3285144439709148),fedora (0.01899963486448177),western (0.01654687484398165),straw (0.010894103388600484)
 ",cowboy,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," tree
Context: A bowl of oranges in the morning sun.
 Question: Where can this fruit be found?
 Candidates: tree (0.9056618437935307),florida (0.8252737612888765),tropic (0.07855834351681512),south america (0.07570118405680244),africa (0.06989264667891028)
 ",tree,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," sweet
Context: A person holding up a gummy hot dog in their hand.
 Question: Is this item more likely to taste sweet or salty?
 Candidates: sweet (0.9863231484861942),salty (0.5577248483834751),savory (0.06392131015200696),fresh (0.009183912948630092), (0.003997493868541198)
 ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," haul
Context: A man standing on the back of a truck with a piece of equipment
 Question: What is this truck being used for?
 Candidates: tow (0.9629775234034273),transport (0.7446258973789426),haul (0.49294037350823855),work (0.1704507159411929),construction (0.04989691062033686)
 ",haul,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," track
Context: Old locomotive steam engine, moving through rail yard
 Question: What does the train run on?
 Candidates: track (0.9855254599093294),steam (0.39588972834477004),coal (0.007785558992733632),engine (0.007564851866360706),rail (0.004233086635377691)
 ",track,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," sephia
Context: A car is parked near a wooden bench.
 Question: What type of lense was used to take this picture?
 Candidates: fisheye (0.973501297709551),wide angle (0.6331715688364118),round (0.016733080281082682),fish (0.006019029830807698),film (0.005761633916594795)
 ",fisheye,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," hut
Context: A picture of a family on the beach with a trailer converted into a living area.
 Question: What kind of structure is that?
 Candidates: tent (0.9986032438955375),camper (0.003740800877391111),trailer (0.001874299637986898),clock (0.0018440043135507355),kite (0.0018374361376504913)
 ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," throw
Context: A man with a Frisbee standing on a dirt road.
 Question: What is this man about to do?
 Candidates: throw frisbee (0.9454567780297636),throw (0.6777798176935426),frisbee (0.02585307703152142),catch frisbee (0.012958280601845819),park (0.00802897868244499)
 ",throw,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," amatuer
Context: A man riding a bike in front of a small blue house.
 Question: Is this a professional or amatuer cyclist?
 Candidates: professional (0.9668787576314524),amatuer (0.39297478431197874),amateur (0.2667887346305699),minor (0.021113066915591828),beginner (0.016156411960800508)
 ",beginner,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," carpet
Context: A young child wearing a bib, putting something in his mouth.
 Question: What kind of carpet is the baby sitting on?
 Candidates: rug (0.9429211863983021),mat (0.426675545121681),carpet (0.0629805989272937),vacuum (0.01178825342092424),oriental (0.011383196192040758)
 ",rug,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," commercial
Context: A train car sitting on train tracks between metal platforms.
 Question: Is this used for public or commercial transportation?
 Candidates: commercial (0.9679947894074201),both (0.7276868558564726),public (0.038870062216485646),business (0.011511382432898698),recreational (0.004659387185059381)
 ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," baseball helmet
Context: A batter gettign ready to swing at a pitch while the crowd looks on.
 Question: What league of baseball is this?
 Candidates: little league (0.7911334307279031),baseball (0.7281025168789711),major league (0.19492951401677536),little (0.13057366292071898),high school (0.10019990180558525)
 ",baseball helmet,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," boot
Context: a coupl of women are sitting by a bag
 Question: What kind of shoes are these women wearing?
 Candidates: sandal (0.30245863255885286),sneaker (0.049396366580058235),loafer (0.04408384949532276),brown (0.040905257082036336),walmart (0.01679611714886895)
 ",walmart,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," dexter
Context: A man dressed like Darth Vader is standing in a white bathroom looking at himself in the mirror.
 Question: What was the first movie was the character in this image first featured?
 Candidates: star war (0.7599221800008844),forrest gump (0.038936037497453814),wizard of oz (0.02181519214359838),dumbo (0.02152822606945092),forest gump (0.009966217702813317)
 ",tony hawk,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," even
Context: A hamburger sitting on top of a white plate.
 Question: At what time of day is the food depicted eaten?
 Candidates: noon (0.9149521366851148),lunch (0.8911675933304214),dinner (0.7063334536385125),afternoon (0.5503962167978279),morn (0.056064842322900404)
 ",lunch,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," high end
Context: a couple of beds that are in a room
 Question: Is this a high price hotel room or a low budget room?
 Candidates: high (0.982435216611336),low (0.017163085999062733),very (0.004827473944006583),good (0.0036598638643404557),professional (0.0036534586028061622)
 ",high,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," aspca
Context: Two people are running with a red kite
 Question: Who became famous by flying one of these in a lightning storm?
 Candidates: benjamin franklin (0.9766519924167498),ben franklin (0.8867416385177065),samuel fox (0.025180363253027013),jackie robinson (0.01364438005662789),tony hawk (0.011563794522915085)
 ",teddy roosevelt,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," sink
Context: a bathroom with rocks and white tile and a sink and lights
 Question: Where could you wash your hands?
 Candidates: sink (0.9822019968155138),bathroom (0.9789537985057347),towel (0.1199025188885056),bathtub (0.008054204760674165),bar (0.005651078095959591)
 ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," horn
Context: A male elephant with tusks is standing in the field.
 Question: What highly valued product is created from tusks?
 Candidates: ivory (0.9866362035529199),tusk (0.08193490462562572),meat (0.00860411888778185),canine (0.0019222897402631303),protection (0.0018773779833094022)
 ",horns,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," united
Context: a red, white and blue plane sits on the tarmac
 Question: What plane company has the logo on the picture?
 Candidates: american airline (0.8633284949750384),united (0.8315719470819231),american (0.8011505766202383),boeing (0.12840225528374077),southwest (0.03471053237444579)
 ",american airline,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," 1930
Context: A bench at a store in front of stacks of soda.
 Question: When was the soft drink company shown first created?
 Candidates: 1968 (0.1250600735584773),1910 (0.0955560601567189),1948 (0.06977016418450457),1973 (0.060881996287937765),1970 (0.054311731907539955)
 ",1886,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," bowler
Context: A black and white picture of a man with a derby hat.
 Question: What kind of hat is shown?
 Candidates: bowler (0.9621977792014819),bowl (0.4637931658481935),fedora (0.04637636072431688),top hat (0.036874292065014545),derby (0.036124034116325345)
 ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," mickey mouse
Context: Stuffed toys are on a bed with Mickey Mouse sheets. 
 Question: Which famous character is represented on the sheets?
 Candidates: mickey mouse (0.9956164835557838),disney (0.0037461341248227957),american (0.0015485487482601312),mary poppins (0.0011390412377692866),0 (0.0011146728687168586)
 ",mickey mouse,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," coconut
Context: A bowl of purple icecream, a cellphone, a key, a napkin on a table.
 Question: What fruit flavored ice cream can this be?
 Candidates: blueberry (0.9510180149550294),mango (0.3073849058859026),strawberry (0.14195674557984692),vanilla (0.09625081251882056),cherry (0.07820446670226279)
 ",palm,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," cross country
Context: THERE ARE TWO PEOPLE WHO ARE HIKING THE SNOW HILL
 Question: What type of skiing is going on here?
 Candidates: cross country (0.9953864047445028),downhill (0.888838299319041),snow (0.02450492901651198),cross country ski (0.012712589959753228),slope (0.01156285711168651)
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," be tall
Context: a giraffe leaning over a little tiny tree 
 Question: What is this animal's popular characteristic?
 Candidates: neck (0.9878963589995728),long neck (0.6524989757319177),spot (0.029548989431988595),tusk (0.012621615108618353),africa (0.012420000574832142)
 ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," herbivorous
Context: An elephant pulling on leaves from trees 
 Question: Is this a mammal or an amphibian?
 Candidates: mammal (0.6337718493483793),herbivore (0.13564327678705215),herbivorous (0.09427525170734928),animal (0.03743112747269053),flora (0.020194247032241732)
 ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," break
Context: Windshield with rock chip on roadway on partly cloudy day.
 Question: What happens when a pebble hits your windshield on the freeway?
 Candidates: crash (0.12288486097411996),crack (0.07298251219696336),break (0.06258398047927731),brake (0.03404772474343887),home run (0.022946891938165473)
 ",fall,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," 20 feet
Context: Three giraffes standing behind a fence at the zoo.
 Question: How tall are these giraffes?
 Candidates: 20 feet (0.7128545632200326),15 feet (0.3764534371294714),12 feet (0.3282057554175294),30 feet (0.2922107498648678),10 feet (0.10014325313651777)
 ",12 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," calico
Context: A kitten is laying down on top of a shoe. 
 Question: Which breed of cat is this?
 Candidates: calico (0.9801238200108566),striped (0.600074488722973),tabby (0.01323999235903607),ragdoll (0.009108428112181306),house (0.004707612788542247)
 ",calico,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
