question_id,image_id,question,prediction,prediction_clean,answer_list
299845,29984,Is this at a salt water beach or a lake?," lake
 Context: a chair and umbrella on a beach with people in the water.
 Question: Is this at a salt water beach or a lake?
 Candidates: lake (0.6762568124563924),beach (0.30992527190976615),ocean (0.20357433097839897)
 ",beach,salt water beach|salt water beach|salt water beach|salt water beach|salt water|salt water|lake|lake|beach|beach
115115,11511,Who designed the statues?," shoemaker
 Context: a statue of two children sitting on a bench.
 Question: Who designed the statues?
 Candidates: woman (0.09460603740632186),women (0.07235039581940211),samuel fox (0.018399110875328296)
 ",Samuel Fox,artist|artist|artist|artist|guell|guell|toscano|toscano|aritect|aritect
3234605,323460,What is the name of the items the hot dog are topped with?," fried chicken
 Context: two hot dogs with toppings in a red basket.
 Question: What is the name of the items the hot dog are topped with?
 Candidates: pepper (0.46498285794406086),vegetable (0.11511937959254136),pickle (0.09826784357013019)
 ",pickle,condiment|condiment|condiment|condiment|onion relish|onion relish|vegetable|vegetable|relish|relish
5169165,516916,What is this desk used for?," heat
 Context: a desk with a bunch of computers on it
 Question: What is this desk used for?
 Candidates: work (0.9846842996316222),type (0.23512461794436365),study (0.16275751085040494)
 ",work,work|work|work|work|compute|compute|work|work|office|office
217115,21711,What type of bike is on the ground?," german shepherd
 Context: a couple of people on motor bikes on a road.
 Question: What type of bike is on the ground?
 Candidates: dirt bike (0.8478789853242705),dirt (0.7407943701789323),motorbike (0.3499177832156652)
 ",dirt bike,bmx|bmx|bmx|bmx|bicycle|bicycle|bicycle|bicycle|10 speed|10 speed
3133865,313386,What type of plane is that?," boeing
 Context: a large passenger jet sitting on top of an airport tarmac.
 Question: What type of plane is that?
 Candidates: commercial (0.4701968466664535),jet (0.3908733285274788),passenger (0.10814240407160988)
 ",commercial,commercial|commercial|commercial|commercial|passenger|passenger|quanta|quanta|md 80|md 80
4026395,402639,Is this a room for a boy or girl?," boy
 Context: a bedroom with a bed, dresser, and stuffed animals.
 Question: Is this a room for a boy or girl?
 Candidates: girl (0.9776271009295198),boy (0.9503583180367513),both (0.11804751814482026)
 ",girl,girl|girl|girl|girl|girl|girl|girl|girl|girl|girl
4575845,457584,In what year was this desert first introduced?," 1800
 Context: a table topped with lots of donuts covered in frosting.
 Question: In what year was this desert first introduced?
 Candidates: 2000 (0.3151477228929515),1903 (0.1743939034274189),1940 (0.16871032798926913)
 ",2000,1847|1847|1847|1847|1860|1860|1934|1934|1900s|1900s
4883775,488377,What is this surf trick called?," grind
 Context: a man riding a wave on top of a surfboard.
 Question: What is this surf trick called?
 Candidates: flip (0.03466284935945677),paddle (0.026965683034626892),surf (0.02163469787151654)
 ",flip,ride|ride|ride|ride|tube ride|tube ride|ollie|ollie|wave runner|wave runner
3017535,301753,What do they call running around the bases on a single hit?," red sox
 Context: a batter, catcher and umpire during a baseball game.
 Question: What do they call running around the bases on a single hit?
 Candidates: home run (0.6074182146777195),homerun (0.4629570127511805),hit (0.156160246949549)
 ",home run,homerun|homerun|homerun|homerun|homerun|homerun|home run|home run|home run|home run
1833195,183319,Why is this plugged in?," wireless
 Context: a glass of wine sitting next to a laptop.
 Question: Why is this plugged in?
 Candidates: computer (0.34137020439179955),battery (0.028646352900931423),business (0.027381739374144214)
 ",battery,charge|charge|charge|charge|to have power and work|to have power and work|power|power|outlet|outlet
3970635,397063,What is the shape?," rectangle
 Context: a person holding a half eaten donut in their hand.
 Question: What is the shape?
 Candidates: circle (0.2901042491192408),round (0.011428133870531064),square (0.009954951069412955)
 ",round,circle|circle|circle|circle|circle|circle|round|round|round|round
4976605,497660,What is the horsepower of the truck pulling the load?," unload boat
 Context: a truck with a trailer on the back of it.
 Question: What is the horsepower of the truck pulling the load?
 Candidates: diesel (0.5747266704074875),2 (0.05237160237706826),steam (0.03134543863351805)
 ",diesel,510|510|510|510|510|510|420|420|500|500
2357845,235784,What kind of skiing is this person engaged in?," cross country
 Context: a woman standing on top of a snow covered slope.
 Question: What kind of skiing is this person engaged in?
 Candidates: cross country (0.9670139232028953),water (0.14569994562462382),downhill (0.0964114744942973)
 ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country
3190735,319073,What is the person in the photo wearing?," sunglasses
 Context: a man riding a wave on top of a surfboard.
 Question: What is the person in the photo wearing?
 Candidates: wetsuit (0.9649981495627777),wet suit (0.47796754696952864),swimsuit (0.027712573349498153)
 ",wetsuit,wetsuit|wetsuit|wetsuit|wetsuit|suit|suit|wet suit|wet suit|trunk|trunk
5144685,514468,What is the name of the board he is on?," surf
 Context: a man on a surfboard in the water.
 Question: What is the name of the board he is on?
 Candidates: surf (0.9954950556257531),surf board (0.7065763516814935),surfboard (0.6565643303059241)
 ",surf board,surf board|surf board|surf board|surf board|surfboard|surfboard|surfboard|surfboard|surf|surf
4371265,437126,Name the material used to make this car seat shown in this picture?," canvas
 Context: a cat sitting on top of a chair next to a window.
 Question: Name the material used to make this car seat shown in this picture?
 Candidates: cloth (0.5671512332229193),canvas (0.3545765405417485),polyester (0.22491650639683236)
 ",canvas,cloth|cloth|cloth|cloth|nylon|nylon|polyester|polyester|leather|leather
5182875,518287,What part of the face is the toothbrush in?," colgate
 Context: a toothbrush in a cup with a hole in it.
 Question: What part of the face is the toothbrush in?
 Candidates: teeth (0.40309376923205104),mouth (0.07547391835457942),head (0.00333478575342536)
 ",mouth,mouth|mouth|mouth|mouth|mouth|mouth|mouth|mouth|happy|happy
3804595,380459,What flavor is this pastry?," chocolate and vanilla
 Context: a child's hand on a plate with a piece of pizza on it.
 Question: What flavor is this pastry?
 Candidates: chocolate (0.2983807373902427),milk (0.05124762828665893),vanilla (0.03772480362529869)
 ",chocolate,blueberry|blueberry|blueberry|blueberry|cream cheese|cream cheese|chocolate|chocolate|strawberry|strawberry
5002005,500200,What kind of container are the flowers in?," bouquet
 Context: a table topped with vases filled with flowers.
 Question: What kind of container are the flowers in?
 Candidates: vase (0.8391903185640028),plastic (0.1409248992004096),glass (0.034952985537345854)
 ",vase,vase|vase|vase|vase|vase|vase|trolley|trolley|pot|pot
3156685,315668,What country does this appear to be?," spain
 Context: a man standing next to a herd of sheep.
 Question: What country does this appear to be?
 Candidates: england (0.8359916235348789),ireland (0.7723422820672962),germany (0.6133123104178153)
 ",england,scotland|scotland|scotland|scotland|scotland|scotland|usa|usa|england|england
3736625,373662,Which of the foods in the picture is best for you to eat when you have a cold?," olive
 Context: a plate with a sandwich and a bowl of soup.
 Question: Which of the foods in the picture is best for you to eat when you have a cold?
 Candidates: sandwich (0.7810568656963056),bread (0.38171747157699204),toast (0.17261785196809762)
 ",sandwich,soup|soup|soup|soup|soup|soup|chicken soup|chicken soup|fruit|fruit
4293695,429369,What do teenage pranksters do to this animal?," wax
 Context: a herd of cattle grazing on a lush green field.
 Question: What do teenage pranksters do to this animal?
 Candidates: forget (0.05444278667498725),eat (0.036339151089257386),graze (0.01708101016621207)
 ",forget,tip|tip|tip|tip|tip|tip|tip|tip|tip|tip
4273415,427341,How many watts is that microwave?," 1 gigabyte
 Context: a couple of people with umbrellas on their heads.
 Question: How many watts is that microwave?
 Candidates: 60 (0.24435842661155466),20 (0.19797035063708474),15 (0.14247529854573868)
 ",1000,800|800|800|800|120|120|1000|1000|100|100
3938365,393836,What is this type of blanket called?," japanese
 Context: a bed with a quilt on it in a room.
 Question: What is this type of blanket called?
 Candidates: quilt (0.994426365768802),sew (0.03203455505299102),knit (0.010578301308685412)
 ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," tropical
 Context: a couple of cows walking across a river.
 Question: What south american country usually has this climate?
 Candidates: america (0.37773733059897363),ireland (0.14737815611853358),united state (0.1343599817032654)
 ",america,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," hotdog
 Context: a man standing in a kitchen cooking food.
 Question: What american restaurant features an open kitchen with visible cooking area such as this?
 Candidates: chicago (0.1281650069137448),hotdog (0.10736982066786216),food truck (0.07180262850711663)
 ",chicago,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," bloody mary
 Context: a red and yellow train sitting at a train station.
 Question: What other big vehicle is often painted about the same shade as this vehicle?
 Candidates: train (0.5951980539488352),bus (0.30958582559626013),boat (0.05874489522659303)
 ",car,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," whirlpool
 Context: a bottle of wine sitting next to a glass of wine.
 Question: What brand is this wine?
 Candidates: red (0.02384195284345565),french (0.01788737309584977),rose (0.010250502971887426)
 ",red,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," string
 Context: a table topped with lots of different colored vases.
 Question: What would happen if these items fall to the ground?
 Candidates: break (0.059555005171900856),crash (0.04422917726896072),died (0.015151590658508785)
 ",crash,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," slack
 Context: a man and woman standing next to each other.
 Question: What brand of suit is the man in the image wearing?
 Candidates: suit (0.07403735087648416),columbia (0.037313062287349),polo (0.029687709432529314)
 ",columbia,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," hospital
 Context: a woman is standing in the rain with an umbrella.
 Question: Where might i buy a print that resembles this photo?
 Candidates: walmart (0.45469613737032716),target (0.10866198648960954),ikea (0.05402594397112052)
 ",walmart,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," asparagus
 Context: a table topped with lots of different types of sushi.
 Question: What are the rolled black food items called?
 Candidates: sushi (0.8627003151357405),japanese (0.029145709710239012),0 (0.008328453978575158)
 ",sushi,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," peacock
 Context: a blue bird perched on top of a tree branch.
 Question: What type of bird is this?
 Candidates: blue jay (0.9293689621058634),robin (0.5398465893243906),finch (0.25720687315044805)
 ",peacock,blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," time
 Context: a group of people sitting at a table with a pizza.
 Question: How can you tell that the people are not upset?
 Candidates: hungry (0.006919613868151552),salad (0.006762931533244228),sit (0.004880574712878606)
 ",sit,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," very fast
 Context: a group of people riding on the back of a train.
 Question: How fast is the vehicle pictured capable of reaching?
 Candidates: 100 mph (0.22596802986751238),80 mph (0.2231338099716707),120 mph (0.12511341975949125)
 ",120 mph,80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," fedora
 Context: a man riding on the back of a brown horse.
 Question: Name the type of hat the man is wearing?
 Candidates: cowboy (0.9995655799288531),fedora (0.02411025832234694),bowler (0.003876687082711928)
 ",fedora,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," apple
 Context: a close up of an orange on a plate
 Question: What sates are these grown in?
 Candidates: florida (0.7721253096228096),tree (0.6558172784378739),orange (0.046095579166488786)
 ",tree,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," grilled
 Context: a piece of cake on a plate with a fork.
 Question: How does the bread taste?
 Candidates: sweet (0.9541307730235299),good (0.19999397223695853),fresh (0.0831967998836957)
 ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," fuel
 Context: a white truck parked in a garage next to a man.
 Question: What is this type of mack truck used for?
 Candidates: haul (0.43303635627424764),construction (0.3394070621351274),transport (0.0979046645701881)
 ",haul,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," gasoline
 Context: a close up of a train on a train track
 Question: What type of platform should this vehicle be on?
 Candidates: train (0.2974229347738425),track (0.16458401469848047),ground (0.05714670650811076)
 ",track,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," white
 Context: a man holding a cell phone in his hand.
 Question: What is the term for the effect used in this photo?
 Candidates: mirror (0.015208133424181414),fisheye (0.014149074265510162),light (0.013194939974841351)
 ",mirror,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," crane
 Context: a park filled with lots of green grass and trees.
 Question: What is the small white outdoor house like building called?
 Candidates: gazebo (0.34097267250267105),shelter (0.1417405018040131),house (0.038705242607265634)
 ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," smoothies
 Context: a woman standing next to a table with a frisbee.
 Question: What can the woman do with this toy?
 Candidates: play (0.020870462517287726),throw (0.017304635401800963),throw it (0.014639821899922684)
 ",play,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," another activity
 Context: a young man swinging a tennis racquet at a tennis ball.
 Question: Is this boy a professional player or still in high school?
 Candidates: college (0.09506845894881605),beginner (0.04222673699004538),roger federer (0.038814902367953596)
 ",still in high school,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," couch
 Context: a living room with a couch a chair and a tv
 Question: What is the decorative fabric on the floor called?
 Candidates: carpet (0.8372440323571679),rug (0.7937633047247946),vacuum (0.03094906174345104)
 ",carpet,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," in home
 Context: a display case in a bakery filled with lots of donuts.
 Question: Is this in a home kitchen or commercial kitchen?
 Candidates: commercial (0.9613940950906231),bakery (0.1669715643910188),home (0.020945766116123546)
 ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," vespa
 Context: a baseball player swinging a bat at a ball.
 Question: Which type of helmet is used by the sport person shown in this picture?
 Candidates: baseball (0.207413481131694),gold (0.039677030483332626),metal (0.034720527229926745)
 ",baseball,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," mazda
 Context: a dog is sniffing a pair of shoes.
 Question: Which brand of slipper is shown in this picture?
 Candidates: walmart (0.023294901821536054),canvas (0.012567090492522635),gucci (0.011176760850210955)
 ",canvas,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," toshiba
 Context: a person laying in bed with their feet up and a tv on in the background.
 Question: Who directed the 2012 movie shown on the television in the picture?
 Candidates: tony hawk (0.006782057880031199),star war (0.005911814223313038),benjamin franklin (0.005086070492344282)
 ",tony hawk,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," afternoon
 Context: a white plate topped with a salad and a sandwich.
 Question: What time of day is it?
 Candidates: lunch (0.44716380969511704),noon (0.3811768522518667),afternoon (0.13663974757549965)
 ",afternoon,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," luxury
 Context: a bathroom with a tub, sink and mirror.
 Question: Is this bathroom high or low end?
 Candidates: high (0.9879388022282228),low (0.4626045599486894),medium (0.009014676162267869)
 ",high,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," shawn white
 Context: a black and white cat sitting in a bathroom sink.
 Question: Name one famous person whom also has a black and white one of these?
 Candidates: cat (0.08060230972814274),benjamin franklin (0.04906425855020388),teddy roosevelt (0.01893437671738999)
 ",teddy roosevelt,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," bunk
 Context: a bedroom with a bed, sink, and desk in it.
 Question: Which item in this room is usually to wash hands?
 Candidates: sink (0.9714992254207542),mirror (0.0834655009439432),bed (0.023471104061209818)
 ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," cream
 Context: a brown cow laying on top of a grass covered field.
 Question: What are the white objects on this animals head called?
 Candidates: horns (0.22442874236828259),tusk (0.10150448198038758),horn (0.08092353366079087)
 ",horns,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," england
 Context: a couple of men standing on top of a sandy beach.
 Question: Which airline has this insignia?
 Candidates: united (0.22067492165267727),american (0.20652912371910645),boeing (0.06703433478519041)
 ",united,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," 1946
 Context: a stop sign in front of a small store.
 Question: When was the cola brand on the signs founded?
 Candidates: coca cola (0.8383552184828562),1800s (0.038083405777195996),1900 (0.03775797488075961)
 ",1800s,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," beanie
 Context: a man in a top hat standing next to a horse.
 Question: What type of hat is this gentleman wearing?
 Candidates: top hat (0.7999124770957688),bowler (0.7390776035303552),fedora (0.11116754292512233)
 ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," circle
 Context: a clock sitting on top of a table next to a window.
 Question: What character does this clock look like?
 Candidates: mickey mouse (0.9175035159953917),disney (0.002650583910923556),american (0.0018078095779810479)
 ",mickey mouse,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," grapefruit
 Context: a group of people walking around a city square.
 Question: What fruit comes from these trees?
 Candidates: coconut (0.8782411447107064),palm (0.24190457905990204),pineapple (0.0488423139940495)
 ",coconut,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," downhill
 Context: two women standing in the snow holding skis.
 Question: What type of skiing is being done here?
 Candidates: cross country (0.9973897755126866),downhill (0.13184094145457737),ski (0.08149578472893289)
 ",downhill,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," health
 Context: a giraffe standing next to a pile of wood.
 Question: What is this animal famously known for?
 Candidates: long neck (0.5480589342088317),neck (0.19668173809776002),spot (0.02278370421497962)
 ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," indian
 Context: a couple of cows are standing in a pin
 Question: Are these animals mammals or insects?
 Candidates: herbivorous (0.05635700721470285),mammal (0.03215170358171034),herbivore (0.029882746242942668)
 ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," laminate
 Context: a woman on skis in the snow near a tree.
 Question: If it gets cold enough what will happen to the area being stepped over?
 Candidates: fall (0.0474124543718132),crash (0.025833059574116673),break (0.017488905921570024)
 ",crash,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," 11 feet
 Context: two giraffes in a field near a tree
 Question: How tall do these animals get?
 Candidates: 20 feet (0.5512205165095695),12 feet (0.3579301806484824),15 feet (0.35086545480773657)
 ",12 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," pomeranian
 Context: a cat laying on a couch in a room.
 Question: What is the breed of this cat?
 Candidates: calico (0.8660374992616706),ragdoll (0.13559078925923876),tabby (0.10323476271597459)
 ",calico,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
1050405,105040,Is this fruit or veggies?," veggies
 Context: a white plate topped with a sandwich and a salad.
 Question: Is this fruit or veggies?
 Candidates: veggies (0.40961794973310256),fruit (0.06997295882358377),both (0.06477713157161928)
 ",both,veggies|veggies|veggies|veggies|vegetable|vegetable|veeggies|veeggies|veggie|veggie
5379826,537982,Why so many green vegetables?," not ripe
 Context: a bunch of vegetables that are sitting on a table.
 Question: Why so many green vegetables?
 Candidates: garden (0.10498114503981776),to eat (0.0571194015698696),lettuce (0.04374939329347639)
 ",to eat,healthy|healthy|healthy|healthy|make salad|make salad|lot of vegetable are green|lot of vegetable are green|salad|salad
2352215,235221,What unpleasant emotional state does this weather phenomenon often cause?," tennis elbow
 Context: a clock on a pole with a sky in the background
 Question: What unpleasant emotional state does this weather phenomenon often cause?
 Candidates: storm (0.05514861455846597),hurricane (0.0139506653258961),bad luck (0.012721905635170717)
 ",storm,depression|depression|depression|depression|shock|shock|fright|fright|fear|fear
4854245,485424,What kind of oven is on the table?," tomato
 Context: a kitchen with a microwave, oven, and pots and pans.
 Question: What kind of oven is on the table?
 Candidates: convection (0.13598779069826947),gas (0.11465178531300492),ge (0.10111854629593224)
 ",gas,toaster|toaster|toaster|toaster|toaster|toaster|toaster oven|toaster oven|ge|ge
2864225,286422,How do people use this?," construction site
 Context: a woman and a dog on a boat in the water.
 Question: How do people use this?
 Candidates: sail (0.990981646902419),boat (0.6560564110223133),wind (0.03426787647267416)
 ",sail,sail|sail|sail|sail|sail|sail|sail|sail|to sail|to sail
5192715,519271,What small cloth is used to wipe the face or eating this meal?," blanket
 Context: a white plate topped with a sandwich and a salad.
 Question: What small cloth is used to wipe the face or eating this meal?
 Candidates: napkin (0.8335179141790594),hand (0.010504563610151705),bleach (0.004592187154038991)
 ",napkin,napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin
1449855,144985,What is this truck moving?," land
 Context: a truck that is sitting in the street.
 Question: What is this truck moving?
 Candidates: car (0.06873909093219192),water (0.04425961472251738),furniture (0.04275887486272128)
 ",car,furniture|furniture|furniture|furniture|furniture|furniture|good|good|cargo|cargo
5605665,560566,Which phase is that moon in?," tarmac
 Context: a clock tower with a moon in the background.
 Question: Which phase is that moon in?
 Candidates: first (0.5524684627774374),full (0.32214246082597797),home (0.044651458446419004)
 ",full,half|half|half|half|half|half|half moon|half moon|half moon|half moon
3430685,343068,What kind of animal is clearly displayed on the cover of this bed?," duck
 Context: a bed sitting in a bedroom next to a window.
 Question: What kind of animal is clearly displayed on the cover of this bed?
 Candidates: deer (0.8602787579463075),lion (0.027018500549062158),horse (0.018827887937140506)
 ",deer,deer|deer|deer|deer|deer|deer|elk|elk|moose|moose
1527025,152702,What is a type of horseback sport?," surf
 Context: a woman is petting a horse in a field
 Question: What is a type of horseback sport?
 Candidates: race (0.2337459401355899),polo (0.1833098714835066),horse race (0.05797471544030723)
 ",horse race,polo|polo|polo|polo|race|race|race|race|ride|ride
1603935,160393,What item might be used to warm this item of furniture?," dryer
 Context: a bed sitting in a bedroom next to a lamp.
 Question: What item might be used to warm this item of furniture?
 Candidates: fan (0.11476683913942612),pillow (0.052459681902553464),heater (0.020785721145666954)
 ",heater,electric blanket|electric blanket|electric blanket|electric blanket|blanker|blanker|cloth dryer|cloth dryer|blanket|blanket
2597615,259761,What fills the balloons?," vegetable oil
 Context: a group of children standing around a table with a cake.
 Question: What fills the balloons?
 Candidates: air (0.2774641628813495),helium (0.07022673604317163),wine (0.03396865629826893)
 ",helium,helium|helium|helium|helium|helium|helium|helium|helium|helium|helium
3883985,388398,Would this article of furniture typically be for public or private use?," play
 Context: two girls sitting on a red park bench.
 Question: Would this article of furniture typically be for public or private use?
 Candidates: public (0.9777022993807221),private (0.21111826127500066),both (0.016735245760788983)
 ",public,public|public|public|public|public|public|public|public|public|public
4071465,407146,How many passengers can this plane accomodate?," 4
 Context: a group of people standing outside of a small plane.
 Question: How many passengers can this plane accomodate?
 Candidates: 20 (0.3500923294264044),12 (0.23944181600508044),8 (0.1194174413455795)
 ",20,15|15|15|15|10|10|18|18|8|8
