question_id,image_id,question,prediction,prediction_clean,answer_list
3883985,388398,Would this article of furniture typically be for public or private use?," public
Context: A red bus is going down a city street.
 Question: Is this a good example of public or private transportation?
 ",public,public|public|public|public|public|public|public|public|public|public
4071465,407146,How many passengers can this plane accomodate?," 20
Context: some children a yellow school bus and snow
 Question: How many people fit on the bus?
 ",10,15|15|15|15|10|10|18|18|8|8
5525735,552573,What knocked the guy off his chair?," wave
Context: a person surfing on a big wave on a sunny day
 Question: What cause that fluid to rise that high?
 ",wave,wave|wave|wave|wave|wave|wave|water|water|water|water
1000065,100006,What is the purpose of the logos on this truck?," advertising
Context: a couple of men are holding baseball bats 
 Question: What is the purpose of the big screen?
 ",advertisement,identification|identification|identification|identification|advertising|advertising|advertising|advertising|sponsorship|sponsorship
5685555,568555,What is the purpose of these objects?," decoration
Context: A group of glass vases sitting on top of a table.
 Question: Who do these beautiful bottles do?
 ",decoration,art|art|art|art|memorial|memorial|decoration|decoration|grave|grave
2873285,287328,What happens here?," sleep
Context: Three dogs sleeping on a floor next to people at a table eating food.
 Question: Why are these dogs on the floor?
 ",sleep,sleep|sleep|sleep|sleep|sleep|sleep|sleep|sleep|rest|rest
5649115,564911,What company is this plane flying for?," sunexpress
Context: An airplane is at the airport attached to passenger loading.
 Question: What company is responsible for building this plane?
 ",one world,oneworld|oneworld|oneworld|oneworld|1 world|1 world|1 world|1 world|not sure|not sure
4471175,447117,Name the type of curtains shown in this picture?," lace
Context: A man and a woman drinking beer in bed, in a cozy ""log cabin"" style hotel room.
 Question: What is the formal name of this type of drapery?
 ",valance,drape|drape|drape|drape|rod pocket curtain|rod pocket curtain|big|big|lace|lace
3294555,329455,What animal does the meat on the pizza come from?," cow
Context: THERE ARE A LOT OF PEOPLE ON THE GRILL 
 Question: What animal do these come from?
 ",cow,pig|pig|pig|pig|pig|pig|pig|pig|pig|pig
1365725,136572,How do you turn this on?," power button
Context: The side view mirror of a motorcycle that is standing in the grass.
 Question: What is the proper equipment for this vehicle?
 ",key,key|key|key|key|key|key|ignition|ignition|with key|with key
5775245,577524,How tall is this animal usually?," 20 feet
Context: Three giraffes standing behind a fence at the zoo.
 Question: How tall are these giraffes?
 ",15 feet,20 feet|20 feet|20 feet|20 feet|12 ft|12 ft|15 feet|15 feet|13ft|13ft
2707535,270753,How much tomato sauce is in this dish?," lot
Context: A man in snowboarding gear is on a snowy hill.
 Question: How much is it snowing?
 ",lot,2 cups|2 cups|2 cups|2 cups|half cup|half cup|1 4 cup|1 4 cup|2 cans|2 cans
2231575,223157,What brand of blue jeans is the skateboarder wearing?," dc
Context: some people are walking down a street with umbrellas
 Question: What brand of ripped jeans is being worn?
 ",levi,levis|levis|van|van|levi|levi|american|american|wrangler|wrangler
3087645,308764,Is this bird diurnal or nocturnal?," diurnal
Context: A giraffe standing in the shade of a tree 
 Question: Are giraffee carnivorous or herbivorous animals?
 ",nocturnal,nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal
2940305,294030,What is the white cloud behind the jet called?," smoke
Context: A formation of fighter jets flying through a blue sky.
 Question: The white plumes behind the planes are called what?
 ",contrail,contrail|contrail|contrail|contrail|cloud|cloud|contrail|contrail|supersonic wave|supersonic wave
2741565,274156,How heavy is this object?," 500 lbs
Context: A boat holding umbrellas is anchored on a beach.
 Question: How much weight does the boat shown in the image withstand?
 ",200 lbs,100 lbs|100 lbs|100 lbs|100 lbs|very heavy|very heavy|20 pounds|20 pounds|500 lbs|500 lbs
5522215,552221,What restaraunt is this at?," resturaunt
Context: a basket with some food inside of it 
 Question: Where could i find this?
 ",pizza hut,pizzaria|pizzaria|pizzaria|pizzaria|pizzeria|pizzeria|pizza place|pizza place|italian|italian
4684875,468487,What breed of dog is this?," chihuahua
Context: A woman and dog riding in a white car.
 Question: What kind of dog is this?
 ",chihuahua,chihuahua|chihuahua|chihuahua|chihuahua|mutt|mutt|hound|hound|pharoah|pharoah
5156125,515612,What musical instrument is this man playing?," piano
Context: a close up of a piano and a bookcase 
 Question: What instrument is being shown in the image?
 ",guitar,piano|piano|piano|piano|piano|piano|keyboard piano|keyboard piano|keyboard|keyboard
2085245,208524,Does this type of train transport people or cargo?," cargo
Context: A red train is on the tracks near some trees.
 Question: Does this train carry freight or passengers?
 ",people,cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo
1970975,197097,What kind of dog is this?," dachshund
Context: A dog sits on a couch and just can't keep his eyes open.
 Question: What kind of dog is this?
 ",chihuahua,lab|lab|lab|lab|dachsund|dachsund|cockerspaniel|cockerspaniel|retriever|retriever
2365425,236542,What is the name of this dish?," pancake
Context: A stack of partially eaten pancakes and a beverage.
 Question: What was the main food on the larger plate?
 ",pancake,pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake
1041195,104119,On what holiday do people traditionally eat this bird?," thanksgiving
Context: A appetizer plate with the food shaped as a peacock. 
 Question: What holiday is this platter used for?
 ",thanksgiving,thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving
2264595,226459,What do these animals generally eat?," peanut
Context: Three birds are lined in a row in a grassy area.
 Question: What do these animals eat?
 ",fruit,mice|mice|mice|mice|insect|insect|eat leaf|eat leaf|bug|bug
2749575,274957,What could a person use this for?," street name
Context: There are four signs together pointing different directions.
 Question: What was that sign meant for?
 ",street name,direct|direct|direct|direct|identify their location|identify their location|to tell direct|to tell direct|direction|direction
1341195,134119,What is a group of these animals called?," herd
Context: A group of elephants are standing in the grass and water.
 Question: What is it called when a group of this species is together?
 ",herd,herd|herd|herd|herd|herd|herd|tower|tower|tower|tower
1708525,170852,What toe related phrase is most commonly associated with this sport?," bethany hamilton
Context: A man riding a wave on top of a surfboard.
 Question: What is the name of this surfer's stance?
 ",hang loose,hang 10|hang 10|hang 10|hang 10|shoot curl|shoot curl|toe drag|toe drag|web foot|web foot
1667045,166704,What is the type of blade being used in this photo?," butter
Context: This is a cut up potato on a cutting board with a knife on top of it.
 Question: A knife that has a blade like this one is called a what kind of knife?
 ",knife,serrated|serrated|serrated|serrated|bread blade|bread blade|microplane|microplane|carve knife|carve knife
4100045,410004,Where are fruits like this best found?," south america
Context: A banana hangs out of the pocket of a blue sweater.
 Question: Where are these fruits most commonly farmed in the usa?
 ",tropical,south america|south america|south america|south america|tropic|tropic|jungle|jungle|south|south
639735,63973,How long does this animal usually live?," 30 years
Context: A fawn colored cat laying on several pairs of shoes.
 Question: How long does this breed of animal live?
 ",30 years,10 years|10 years|10 years|10 years|10 years|10 years|20 years|20 years|20 years|20 years
979885,97988,People that pledge to give per mile monies for those participating in these types of events are called what?," restock
Context: A row of parking meters sitting next to parked cars.
 Question: What is the common name of the person that polices these?
 ",runner,sponsor|sponsor|sponsor|sponsor|volunteer|volunteer|donators|donators|charity mile|charity mile
4959965,495996,What retractable appendage could this animal use to destroy the chair?," feet
Context: Two small bears are on top of a piece of stone.
 Question: The feet of animals like these are called what?
 ",claw,claw|claw|claw|claw|claw|claw|claw|claw|box cutter|box cutter
2980515,298051,What event is this?," rally
Context: Three women at an outdoor event with a polka dot umbrella overhead on a dreary day.
 Question: What event are these girls attending?
 ",concert,concert|concert|concert|concert|concert|concert|concert|concert|british heart foundation|british heart foundation
2921885,292188,What other item is this company famous for manufacturing?," atv
Context: A horse and plow are next to some small sheds.
 Question: What is the horse hook to?
 ",lawnmower,tractor|tractor|tractor|tractor|tractor|tractor|truck|truck|vehicle|vehicle
5735275,573527,What is the arrow indicating?," 1 way
Context: A very artistic view of a street in the middle of a sunset.
 Question: What do the arrows on the road mean?
 ",no entry,1 way|1 way|1 way|1 way|oneway|oneway|turn left|turn left|direction|direction
5461715,546171,Why would animals do this?," drink water
Context: A herd of elephants walking through a lush green field.
 Question: What is it said that these animals never do?
 ",drink,mate|mate|procreate|procreate|reproduce|reproduce|play|play|mate|mate
3989925,398992,What area of a school might this be?," library
Context: People sit at a library, studying and using computers
 Question: Where are these people?
 ",library,library|library|library|library|library|library|library|library|library|library
3159865,315986,For how long should the man in this picture continue to brush his teeth?," 90 minutes
Context: the girl is wearing a green jacket on her phone
 Question: How much time per day does the average person spend on the device?
 ",2 minutes,5 minutes|5 minutes|5 minutes|5 minutes|2 minutes|2 minutes|30 seconds|30 seconds|year|year
