question_id,image_id,question,prediction,prediction_clean,answer_list
3938365,393836,What is this type of blanket called?," quilt
 Context: a bed with a quilt on it in a room.
 Question: What is this type of blanket called? ",quilt,quilt|quilt|quilt|quilt|quilt|quilt|quilt|quilt|patchwork|patchwork
179845,17984,What south american country usually has this climate?," united state
 Context: a couple of cows walking across a river.
 Question: What south american country usually has this climate? ",argentina,brazil|brazil|brazil|brazil|brazil|brazil|africa|africa|ecuador|ecuador
3268375,326837,What american restaurant features an open kitchen with visible cooking area such as this?," cafe
 Context: a man standing in a kitchen cooking food.
 Question: What american restaurant features an open kitchen with visible cooking area such as this? ",olive garden,diner|diner|diner|diner|diner|diner|denny's|denny's|waffle house|waffle house
2780325,278032,What other big vehicle is often painted about the same shade as this vehicle?," train
 Context: a red and yellow train sitting at a train station.
 Question: What other big vehicle is often painted about the same shade as this vehicle? ",truck,firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|firetruck|fire truck|fire truck
1110325,111032,What brand is this wine?," white wine
 Context: a bottle of wine sitting next to a glass of wine.
 Question: What brand is this wine? ",becker vineyards,becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker vineyard|becker|becker
5096415,509641,What would happen if these items fall to the ground?," break
 Context: a table topped with lots of different colored vases.
 Question: What would happen if these items fall to the ground? ",break,shatter|shatter|shatter|shatter|they would shatter|they would shatter|break|break|they would break|they would break
3413095,341309,What brand of suit is the man in the image wearing?," suit
 Context: a man and woman standing next to each other.
 Question: What brand of suit is the man in the image wearing? ",zara,brook brother|brook brother|brook brother|brook brother|gorgio armani|gorgio armani|name brand|name brand|gucchi|gucchi
1121605,112160,Where might i buy a print that resembles this photo?," amazon
 Context: a woman is standing in the rain with an umbrella.
 Question: Where might i buy a print that resembles this photo? ",walmart,gallery|gallery|gallery|gallery|store|store|target|target|walmart|walmart
2645405,264540,What are the rolled black food items called?," sushi
 Context: a table topped with lots of different types of sushi.
 Question: What are the rolled black food items called? ",sushi,sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi|sushi
1089825,108982,What type of bird is this?," cyanocitta cristata
 Context: a blue bird perched on top of a tree branch.
 Question: What type of bird is this? ",bluebird,blue jay|blue jay|blue jay|blue jay|bluebird|bluebird|songbird|songbird|goldfinch|goldfinch
2929715,292971,How can you tell that the people are not upset?," camera
 Context: a group of people sitting at a table with a pizza.
 Question: How can you tell that the people are not upset? ",smile,they are smile|they are smile|they are smile|they are smile|smile|smile|smile|smile|smile|smile
1902045,190204,How fast is the vehicle pictured capable of reaching?," 80 mph
 Context: a group of people riding on the back of a train.
 Question: How fast is the vehicle pictured capable of reaching? ",80 mph,80 mph|80 mph|80 mph|80 mph|100 mph|100 mph|100 mph|100 mph|10mph|10mph
3774865,377486,Name the type of hat the man is wearing?," cowboy
 Context: a man riding on the back of a brown horse.
 Question: Name the type of hat the man is wearing? ",cowboy hat,cowboy|cowboy|cowboy|cowboy|sombrero|sombrero|sombrero|sombrero|stetson|stetson
1282805,128280,What sates are these grown in?," tree
 Context: a close up of an orange on a plate
 Question: What sates are these grown in? ",florida,florida california|florida california|florida california|florida california|california|california|california|california|florida|florida
1318415,131841,How does the bread taste?," sweet
 Context: a piece of cake on a plate with a fork.
 Question: How does the bread taste? ",sweet,good|good|good|good|like bread|like bread|sweet|sweet|delicious|delicious
1305165,130516,What is this type of mack truck used for?," haul
 Context: a white truck parked in a garage next to a man.
 Question: What is this type of mack truck used for? ",haul,cement|cement|cement|cement|cement|cement|cement|cement|road work|road work
2845485,284548,What type of platform should this vehicle be on?," track
 Context: a close up of a train on a train track
 Question: What type of platform should this vehicle be on? ",track,track|track|track|track|track|track|railroad|railroad|rail|rail
5069455,506945,What is the term for the effect used in this photo?," sephia
 Context: a man holding a cell phone in his hand.
 Question: What is the term for the effect used in this photo? ",sepia,fisheye|fisheye|fisheye|fisheye|reflection|reflection|zoom|zoom|wide angle|wide angle
4247445,424744,What is the small white outdoor house like building called?," hut
 Context: a park filled with lots of green grass and trees.
 Question: What is the small white outdoor house like building called? ",gazebo,gazebo|gazebo|gazebo|gazebo|gazebo|gazebo|shed|shed|casida|casida
5681485,568148,What can the woman do with this toy?," throw
 Context: a woman standing next to a table with a frisbee.
 Question: What can the woman do with this toy? ",play,throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw it|throw|throw
857725,85772,Is this boy a professional player or still in high school?," amatuer
 Context: a young man swinging a tennis racquet at a tennis ball.
 Question: Is this boy a professional player or still in high school? ",still in high school,high school|high school|high school|high school|high school|high school|high school|high school|school|school
1396845,139684,What is the decorative fabric on the floor called?," carpet
 Context: a living room with a couch a chair and a tv
 Question: What is the decorative fabric on the floor called? ",carpet,rug|rug|rug|rug|rug|rug|rug|rug|carpet|carpet
4732085,473208,Is this in a home kitchen or commercial kitchen?," commercial
 Context: a display case in a bakery filled with lots of donuts.
 Question: Is this in a home kitchen or commercial kitchen? ",commercial,commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial|commercial
3030245,303024,Which type of helmet is used by the sport person shown in this picture?," baseball helmet
 Context: a baseball player swinging a bat at a ball.
 Question: Which type of helmet is used by the sport person shown in this picture? ",baseball helmet,batter|batter|batter|batter|bat helmet|bat helmet|bat helmet|bat helmet|batter helmet|batter helmet
5342525,534252,Which brand of slipper is shown in this picture?," boot
 Context: a dog is sniffing a pair of shoes.
 Question: Which brand of slipper is shown in this picture? ",ugg,birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|birkenstock|adidas|adidas|sandal|sandal
1649245,164924,Who directed the 2012 movie shown on the television in the picture?," dexter
 Context: a person laying in bed with their feet up and a tv on in the background.
 Question: Who directed the 2012 movie shown on the television in the picture? ",joss whedon,joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss whedon|joss wedon|joss wedon|gunn|gunn
1197855,119785,What time of day is it?," even
 Context: a white plate topped with a salad and a sandwich.
 Question: What time of day is it? ",lunch,noon|noon|noon|noon|afternoon|afternoon|night|night|lunch|lunch
511915,51191,Is this bathroom high or low end?," high end
 Context: a bathroom with a tub, sink and mirror.
 Question: Is this bathroom high or low end? ",high end,high|high|high|high|high|high|high end|high end|high end|high end
1943135,194313,Name one famous person whom also has a black and white one of these?," aspca
 Context: a black and white cat sitting in a bathroom sink.
 Question: Name one famous person whom also has a black and white one of these? ",michael jackson,taylor swift|taylor swift|taylor swift|taylor swift|russell brand|russell brand|hillary clinton|hillary clinton|ernest hemingway|ernest hemingway
3325125,332512,Which item in this room is usually to wash hands?," sink
 Context: a bedroom with a bed, sink, and desk in it.
 Question: Which item in this room is usually to wash hands? ",sink,sink|sink|sink|sink|sink|sink|sink|sink|sink|sink
3763585,376358,What are the white objects on this animals head called?," horn
 Context: a brown cow laying on top of a grass covered field.
 Question: What are the white objects on this animals head called? ",horn,horn|horn|horn|horn|horn|horn|horn|horn|tusk|tusk
3959785,395978,Which airline has this insignia?," united
 Context: a couple of men standing on top of a sandy beach.
 Question: Which airline has this insignia? ",united,kuwait airway|kuwait airway|kuwait airway|kuwait airway|united|united|delta|delta|twa|twa
2162545,216254,When was the cola brand on the signs founded?," 1930
 Context: a stop sign in front of a small store.
 Question: When was the cola brand on the signs founded? ",1886,1892|1892|1892|1892|1851|1851|1870's|1870's|1800|1800
2913705,291370,What type of hat is this gentleman wearing?," bowler
 Context: a man in a top hat standing next to a horse.
 Question: What type of hat is this gentleman wearing? ",top hat,top|top|top|top|top hat|top hat|top hat|top hat|tophat|tophat
3304055,330405,What character does this clock look like?," mickey mouse
 Context: a clock sitting on top of a table next to a window.
 Question: What character does this clock look like? ",mickey mouse,mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mickey mouse|mouse|mouse|wall e|wall e
505145,50514,What fruit comes from these trees?," coconut
 Context: a group of people walking around a city square.
 Question: What fruit comes from these trees? ",coconut,coconut|coconut|coconut|coconut|coconut|coconut|pineapple|pineapple|banana|banana
5666345,566634,What type of skiing is being done here?," cross country
 Context: two women standing in the snow holding skis.
 Question: What type of skiing is being done here? ",cross country,cross country|cross country|cross country|cross country|cross country|cross country|cross country|cross country|snow ski|snow ski
1569995,156999,What is this animal famously known for?," be tall
 Context: a giraffe standing next to a pile of wood.
 Question: What is this animal famously known for? ",long neck,long neck|long neck|long neck|long neck|long neck|long neck|long neck|long neck|neck|neck
4535205,453520,Are these animals mammals or insects?," herbivorous
 Context: a couple of cows are standing in a pin
 Question: Are these animals mammals or insects? ",mammal,mammal|mammal|mammal|mammal|mammal|mammal|mammal|mammal|animal|animal
3282845,328284,If it gets cold enough what will happen to the area being stepped over?," break
 Context: a woman on skis in the snow near a tree.
 Question: If it gets cold enough what will happen to the area being stepped over? ",freeze,freeze|freeze|freeze|freeze|frozen|frozen|it will freeze over|it will freeze over|iced|iced
2335535,233553,How tall do these animals get?," 20 feet
 Context: two giraffes in a field near a tree
 Question: How tall do these animals get? ",18 feet,20 feet|20 feet|20 feet|20 feet|8 feey|8 feey|10 feet|10 feet|12 ft|12 ft
3589765,358976,What is the breed of this cat?," calico
 Context: a cat laying on a couch in a room.
 Question: What is the breed of this cat? ",calico,american shorthair|american shorthair|tabby|tabby|tortoise shell|tortoise shell|tabbie|tabbie|calico|calico
1050405,105040,Is this fruit or veggies?," veggies
 Context: a white plate topped with a sandwich and a salad.
 Question: Is this fruit or veggies? ",veggies,veggies|veggies|veggies|veggies|vegetable|vegetable|veeggies|veeggies|veggie|veggie
5379826,537982,Why so many green vegetables?," market
 Context: a bunch of vegetables that are sitting on a table.
 Question: Why so many green vegetables? ",they are healthy,healthy|healthy|healthy|healthy|make salad|make salad|lot of vegetable are green|lot of vegetable are green|salad|salad
2352215,235221,What unpleasant emotional state does this weather phenomenon often cause?," overcast
 Context: a clock on a pole with a sky in the background
 Question: What unpleasant emotional state does this weather phenomenon often cause? ",anxiety,depression|depression|depression|depression|shock|shock|fright|fright|fear|fear
4854245,485424,What kind of oven is on the table?," convection
 Context: a kitchen with a microwave, oven, and pots and pans.
 Question: What kind of oven is on the table? ",convection,toaster|toaster|toaster|toaster|toaster|toaster|toaster oven|toaster oven|ge|ge
2864225,286422,How do people use this?," sail
 Context: a woman and a dog on a boat in the water.
 Question: How do people use this? ",sail,sail|sail|sail|sail|sail|sail|sail|sail|to sail|to sail
5192715,519271,What small cloth is used to wipe the face or eating this meal?," napkin
 Context: a white plate topped with a sandwich and a salad.
 Question: What small cloth is used to wipe the face or eating this meal? ",napkin,napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin|napkin
1449855,144985,What is this truck moving?," supply
 Context: a truck that is sitting in the street.
 Question: What is this truck moving? ",supply,furniture|furniture|furniture|furniture|furniture|furniture|good|good|cargo|cargo
5605665,560566,Which phase is that moon in?," 1st
 Context: a clock tower with a moon in the background.
 Question: Which phase is that moon in? ",full,half|half|half|half|half|half|half moon|half moon|half moon|half moon
3430685,343068,What kind of animal is clearly displayed on the cover of this bed?," gazelle
 Context: a bed sitting in a bedroom next to a window.
 Question: What kind of animal is clearly displayed on the cover of this bed? ",deer,deer|deer|deer|deer|deer|deer|elk|elk|moose|moose
1527025,152702,What is a type of horseback sport?," polo
 Context: a woman is petting a horse in a field
 Question: What is a type of horseback sport? ",polo,polo|polo|polo|polo|race|race|race|race|ride|ride
1603935,160393,What item might be used to warm this item of furniture?," heater
 Context: a bed sitting in a bedroom next to a lamp.
 Question: What item might be used to warm this item of furniture? ",heater,electric blanket|electric blanket|electric blanket|electric blanket|blanker|blanker|cloth dryer|cloth dryer|blanket|blanket
2597615,259761,What fills the balloons?," candle
 Context: a group of children standing around a table with a cake.
 Question: What fills the balloons? ",helium,helium|helium|helium|helium|helium|helium|helium|helium|helium|helium
3883985,388398,Would this article of furniture typically be for public or private use?," public
 Context: two girls sitting on a red park bench.
 Question: Would this article of furniture typically be for public or private use? ",public,public|public|public|public|public|public|public|public|public|public
4071465,407146,How many passengers can this plane accomodate?," 20
 Context: a group of people standing outside of a small plane.
 Question: How many passengers can this plane accomodate? ",10,15|15|15|15|10|10|18|18|8|8
5525735,552573,What knocked the guy off his chair?," wave
 Context: two men are playing in the water under an umbrella.
 Question: What knocked the guy off his chair? ",wave,wave|wave|wave|wave|wave|wave|water|water|water|water
1000065,100006,What is the purpose of the logos on this truck?," advertising
 Context: a blue truck with a decal on the side of it.
 Question: What is the purpose of the logos on this truck? ",advertisement,identification|identification|identification|identification|advertising|advertising|advertising|advertising|sponsorship|sponsorship
5685555,568555,What is the purpose of these objects?," decoration
 Context: a bunch of vases that are sitting in the grass.
 Question: What is the purpose of these objects? ",decoration,art|art|art|art|memorial|memorial|decoration|decoration|grave|grave
2873285,287328,What happens here?," sleep
 Context: a couple of dogs laying on top of a bed.
 Question: What happens here? ",sleep,sleep|sleep|sleep|sleep|sleep|sleep|sleep|sleep|rest|rest
5649115,564911,What company is this plane flying for?," sunexpress
 Context: a large jetliner taking off from an airport runway.
 Question: What company is this plane flying for? ",oneworld,oneworld|oneworld|oneworld|oneworld|1 world|1 world|1 world|1 world|not sure|not sure
4471175,447117,Name the type of curtains shown in this picture?," lace
 Context: a bedroom with a bed, two nightstands and a window.
 Question: Name the type of curtains shown in this picture? ",lace,drape|drape|drape|drape|rod pocket curtain|rod pocket curtain|big|big|lace|lace
3294555,329455,What animal does the meat on the pizza come from?," cow
 Context: a large pizza sitting on top of a wooden cutting board.
 Question: What animal does the meat on the pizza come from? ",cow,pig|pig|pig|pig|pig|pig|pig|pig|pig|pig
1365725,136572,How do you turn this on?," power button
 Context: a couple of motorcycles parked next to each other.
 Question: How do you turn this on? ",gas,key|key|key|key|key|key|ignition|ignition|with key|with key
5775245,577524,How tall is this animal usually?," 20 feet
 Context: two giraffes in a fenced in area with trees and rocks.
 Question: How tall is this animal usually? ",18 feet,20 feet|20 feet|20 feet|20 feet|12 ft|12 ft|15 feet|15 feet|13ft|13ft
2707535,270753,How much tomato sauce is in this dish?," lot
 Context: a close up of a slice of pizza on a pan
 Question: How much tomato sauce is in this dish? ",lot,2 cups|2 cups|2 cups|2 cups|half cup|half cup|1 4 cup|1 4 cup|2 cans|2 cans
2231575,223157,What brand of blue jeans is the skateboarder wearing?," dc
 Context: a young man riding a skateboard on top of a wooden block.
 Question: What brand of blue jeans is the skateboarder wearing? ",levi,levis|levis|van|van|levi|levi|american|american|wrangler|wrangler
3087645,308764,Is this bird diurnal or nocturnal?," diurnal
 Context: a woman holding an owl on her arm.
 Question: Is this bird diurnal or nocturnal? ",diurnal,nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal|nocturnal
2940305,294030,What is the white cloud behind the jet called?," smoke
 Context: a fighter jet flying through a blue sky.
 Question: What is the white cloud behind the jet called? ",contrail,contrail|contrail|contrail|contrail|cloud|cloud|contrail|contrail|supersonic wave|supersonic wave
2741565,274156,How heavy is this object?," 500 lbs
 Context: a white refrigerator sitting in the middle of a sidewalk.
 Question: How heavy is this object? ",100 lbs,100 lbs|100 lbs|100 lbs|100 lbs|very heavy|very heavy|20 pounds|20 pounds|500 lbs|500 lbs
5522215,552221,What restaraunt is this at?," resturaunt
 Context: a pizza sitting on top of a white plate on a table.
 Question: What restaraunt is this at? ",pizza hut,pizzaria|pizzaria|pizzaria|pizzaria|pizzeria|pizzeria|pizza place|pizza place|italian|italian
4684875,468487,What breed of dog is this?," chihuahua
 Context: a woman is holding her dog in her lap.
 Question: What breed of dog is this? ",": chihuahua
 Context: a woman is holding her dog in her lap",chihuahua|chihuahua|chihuahua|chihuahua|mutt|mutt|hound|hound|pharoah|pharoah
5156125,515612,What musical instrument is this man playing?," piano
 Context: a man sitting on a chair playing a keyboard.
 Question: What musical instrument is this man playing? ",keyboard,piano|piano|piano|piano|piano|piano|keyboard piano|keyboard piano|keyboard|keyboard
2085245,208524,Does this type of train transport people or cargo?," cargo
 Context: a blue and yellow train traveling down train tracks.
 Question: Does this type of train transport people or cargo? ",cargo,cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo|cargo
1970975,197097,What kind of dog is this?," dachshund
 Context: a dog sitting on a couch next to a table with a laptop on it.
 Question: What kind of dog is this? ",dachshund,lab|lab|lab|lab|dachsund|dachsund|cockerspaniel|cockerspaniel|retriever|retriever
2365425,236542,What is the name of this dish?," pancake
 Context: a plate of pancakes with bananas and strawberries.
 Question: What is the name of this dish? ",pancake,pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake|pancake
1041195,104119,On what holiday do people traditionally eat this bird?," thanksgiving
 Context: a large turkey with a red tail standing in a forest.
 Question: On what holiday do people traditionally eat this bird? ",thanksgiving,thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving|thanksgiving
2264595,226459,What do these animals generally eat?," peanut
 Context: a snake and a banana on the ground.
 Question: What do these animals generally eat? ",banana,mice|mice|mice|mice|insect|insect|eat leaf|eat leaf|bug|bug
2749575,274957,What could a person use this for?," street name
 Context: a street sign with a blue sky in the background.
 Question: What could a person use this for? ",street name,direct|direct|direct|direct|identify their location|identify their location|to tell direct|to tell direct|direction|direction
1341195,134119,What is a group of these animals called?," herd
 Context: a herd of giraffe walking across a lush green field.
 Question: What is a group of these animals called? ",herd,herd|herd|herd|herd|herd|herd|tower|tower|tower|tower
1708525,170852,What toe related phrase is most commonly associated with this sport?," bethany hamilton
 Context: a man riding a wave on top of a surfboard.
 Question: What toe related phrase is most commonly associated with this sport? ",big toe,hang 10|hang 10|hang 10|hang 10|shoot curl|shoot curl|toe drag|toe drag|web foot|web foot
1667045,166704,What is the type of blade being used in this photo?," butter
 Context: a person cutting a cake with a knife.
 Question: What is the type of blade being used in this photo? ",butter,serrated|serrated|serrated|serrated|bread blade|bread blade|microplane|microplane|carve knife|carve knife
4100045,410004,Where are fruits like this best found?," south america
 Context: a man walking past a large pile of green bananas.
 Question: Where are fruits like this best found? ",tropical region,south america|south america|south america|south america|tropic|tropic|jungle|jungle|south|south
639735,63973,How long does this animal usually live?," 30 years
 Context: two sheep standing in a field of tall grass.
 Question: How long does this animal usually live? ",": 30 years
 Context: two sheep standing in a field of tall grass",10 years|10 years|10 years|10 years|10 years|10 years|20 years|20 years|20 years|20 years
979885,97988,People that pledge to give per mile monies for those participating in these types of events are called what?," restock
 Context: a man standing in a park under a banner.
 Question: People that pledge to give per mile monies for those participating in these types of events are called what? ",runner,sponsor|sponsor|sponsor|sponsor|volunteer|volunteer|donators|donators|charity mile|charity mile
4959965,495996,What retractable appendage could this animal use to destroy the chair?," feet
 Context: a cat laying on a chair in a room.
 Question: What retractable appendage could this animal use to destroy the chair? ",claw,claw|claw|claw|claw|claw|claw|claw|claw|box cutter|box cutter
2980515,298051,What event is this?," rally
 Context: a group of people standing around a stage with a band on it.
 Question: What event is this? ",concert,concert|concert|concert|concert|concert|concert|concert|concert|british heart foundation|british heart foundation
2921885,292188,What other item is this company famous for manufacturing?," atv
 Context: a man riding on the back of a truck with a dog on the back.
 Question: What other item is this company famous for manufacturing? ",lawnmower,tractor|tractor|tractor|tractor|tractor|tractor|truck|truck|vehicle|vehicle
5735275,573527,What is the arrow indicating?," 1 way
 Context: a red stop sign sitting under a street sign.
 Question: What is the arrow indicating? ",no turn,1 way|1 way|1 way|1 way|oneway|oneway|turn left|turn left|direction|direction
5461715,546171,Why would animals do this?," drink water
 Context: two elephants in a field near a body of water
 Question: Why would animals do this? ",drink water,mate|mate|procreate|procreate|reproduce|reproduce|play|play|mate|mate
3989925,398992,What area of a school might this be?," library
 Context: a woman is holding an umbrella in a library.
 Question: What area of a school might this be? ",library,library|library|library|library|library|library|library|library|library|library
3159865,315986,For how long should the man in this picture continue to brush his teeth?," 90 minutes
 Context: a group of people standing in front of a mirror.
 Question: For how long should the man in this picture continue to brush his teeth? ",2 minutes,5 minutes|5 minutes|5 minutes|5 minutes|2 minutes|2 minutes|30 seconds|30 seconds|year|year
418675,41867,What kind of bird is this?," bluebird
 Context: a bird with a yellow beak standing in the grass.
 Question: What kind of bird is this? ",robin,myna|myna|myna|myna|cardinal|cardinal|yellowcheek|yellowcheek|brown|brown
1708495,170849,How would you dress for this setting?," swim trunk
 Context: a flock of birds flying over a sandy beach.
 Question: How would you dress for this setting? ",swim trunk,short|short|short|short|bath suit|bath suit|bikini|bikini|summer|summer
1803295,180329,What new company has created competition for this type of transportation?," taxi
 Context: a yellow taxi cab parked on the side of a street.
 Question: What new company has created competition for this type of transportation? ",uber,uber|uber|uber|uber|uber|uber|uber|uber|uber|uber
